seed,mi_raw_pi,epsilon_lb_raw_pi_normalized,formula
42,2.6916165288880594,0.00014558852151583376,l^1.0000 * mu^-0.6669 * rho^0.3339 * eta^0.0008 * dp_dx^0.3339 * B^-0.0016
