l,mu,rho,eta,dp_dx,B,Y,MI-DL_pi1,SI-DL_pi1
1.0,0.003224276785,8.55954947,0.4333200936,0.2781930764,0.5924842196,8471.216144413316,61.31859685268193,59.34712891155395
1.0,0.003484754137,1.635579592,0.1663540974,0.1082253592,0.407314083,456.3355843435073,24.442371935831826,24.226061859253996
1.0,0.007195026581,0.7485633267,9.07008896,0.2732331927,0.1539673331,138.7181099249447,15.892493439525285,14.684675729382173
1.0,0.005217807857,0.7688271581,0.1505599629,0.3226516821,0.2900794464,304.06908002386564,20.910046346187993,20.557811339444036
1.0,0.007859691498,0.3250578527,0.1013239475,0.3760322524,0.2698148522,66.2723573371995,12.559800791585637,12.477306893059216
1.0,0.001217406515,0.1769548021,0.1380557557,0.2341370018,0.1386656728,960.2170285919648,30.400849629202302,29.643336578846103
1.0,0.00166000038,0.946139811,1.769625739,0.285439421,0.3052325217,3374.8276961091674,46.26224359526437,43.96771304191623
1.0,0.007541524115,4.205856758,1.188786111,0.1215823176,0.3982767357,311.50389160841166,20.84765472093421,20.056959716022707
1.0,0.001307684501,3.021008832,0.2507978172,0.1010684107,0.174489192,6154.981442045293,56.47110812134906,54.10971309067285
1.0,0.007854406911,1.498065588,5.1720634,0.3421092913,0.2650546815,290.79441961113844,20.342713198534035,19.04040937595744
1.0,0.008990076106,1.9171386,5.998229029,0.1742838942,0.2696347927,145.03910603465317,16.117759983340402,15.125452888800332
1.0,0.004962993369,9.005212771,2.502055911,0.2956708725,0.930472436,3742.831732189628,47.7705889440222,45.79973892266647
1.0,0.006822902932,1.755450594,4.888674853,0.3048509265,0.1362955114,402.0359066424836,22.693708107879793,20.896910373920356
1.0,0.0018077307,0.1433701711,3.604400736,0.4211295201,0.16851557,644.3922130981141,26.54509077145408,24.963652239982014
1.0,0.005108974681,2.276308127,1.281625478,0.1341127774,0.4679355946,401.7848407494272,22.74945617599354,22.009099475813755
1.0,0.006929842441,0.8082541889,5.582844151,0.3978380565,0.8696324604,231.78804488578123,18.892390466848642,18.241089297108154
1.0,0.00566192281,0.5480016102,0.2635887612,0.1224836613,0.4721620415,67.63308189390224,12.794090534639114,12.779962847110502
1.0,0.009510229258,4.644896745,4.520243144,0.1590429885,0.383047559,285.6266790835823,20.216822235478332,19.08145786164471
