repeat,random_state,method,n_samples,theta_over_pi,theta_abs_error,normalized_error,objective_error,mutual_information,si_score,bandwidth
14,56,MI-DL,100,0.24530003467411757,0.0046999653258824325,0.01879986130352973,0.1338554932382525,0.7273227579307964,,
14,56,SI-DL,100,0.24706239444128858,0.0029376055587114203,0.011750422234845681,0.028792843420490932,,0.9712071565795091,0.09
14,56,MI-DL,130,0.2548143928591944,0.004814392859194383,0.019257571436777532,0.09457543839282691,0.8353941249467365,,
14,56,SI-DL,130,0.24726439961408078,0.002735600385919218,0.010942401543676872,0.021313395015709502,,0.9786866049842905,0.08
14,56,MI-DL,160,0.2579892859869707,0.007989285986970684,0.03195714394788274,0.06636086145125401,1.010629741716813,,
14,56,SI-DL,160,0.25020575234931897,0.00020575234931896613,0.0008230093972758645,0.022848602146538166,,0.9771513978534618,0.0775
14,56,MI-DL,200,0.2521062065874376,0.002106206587437598,0.008424826349750392,0.04332417429786459,1.1493415329819907,,
14,56,SI-DL,200,0.25293952935876224,0.0029395293587622384,0.011758117435048954,0.01687691821533377,,0.9831230817846662,0.065
14,56,MI-DL,300,0.24622895642103584,0.003771043578964156,0.015084174315856624,0.027962895088024135,1.398918187309464,,
14,56,SI-DL,300,0.25147640714418396,0.0014764071441839555,0.005905628576735822,0.018533535362514786,,0.9814664646374852,0.07
14,56,MI-DL,400,0.2528841063161317,0.002884106316131674,0.011536425264526695,0.023446635103792687,1.515027977436671,,
14,56,SI-DL,400,0.25150481607020025,0.0015048160702002544,0.006019264280801018,0.015657918410030502,,0.9843420815899695,0.057499999999999996
14,56,MI-DL,500,0.253810132671953,0.003810132671953015,0.01524053068781206,0.018890302371462876,1.6335520432519246,,
14,56,SI-DL,500,0.2512623515776781,0.0012623515776781224,0.00504940631071249,0.01477166389571316,,0.9852283361042868,0.055
14,56,MI-DL,650,0.25184771125988437,0.001847711259884366,0.007390845039537464,0.016587189138495318,1.6976554854495527,,
14,56,SI-DL,650,0.24939651402404672,0.0006034859759532774,0.0024139439038131094,0.01556208810219828,,0.9844379118978017,0.052500000000000005
14,56,MI-DL,800,0.2512731717326301,0.001273171732630085,0.00509268693052034,0.015247281495531029,1.7566204836279349,,
14,56,SI-DL,800,0.24991031034725503,8.968965274497309e-05,0.00035875861097989237,0.016136975157750477,,0.9838630248422495,0.055
14,56,MI-DL,1000,0.25110166749711316,0.0011016674971131568,0.004406669988452627,0.01395013759528734,1.8195643925600224,,
14,56,SI-DL,1000,0.25022168271021267,0.00022168271021266728,0.0008867308408506691,0.015468193185652068,,0.9845318068143479,0.05
15,57,MI-DL,30,0.3580504317503396,0.10805043175033963,0.4322017270013585,0.7962429463257856,0.14089118030857417,,
15,57,SI-DL,30,0.2275367801514585,0.022463219848541494,0.08985287939416597,0.09181134456767681,,0.9081886554323232,0.09
15,57,MI-DL,40,0.2142447228116494,0.03575527718835059,0.14302110875340235,0.4515725000564224,0.30445389466346917,,
15,57,SI-DL,40,0.2423093644738914,0.007690635526108602,0.03076254210443441,0.04419411349331315,,0.9558058865066869,0.09
15,57,MI-DL,50,0.20111689426342738,0.04888310573657262,0.19553242294629047,0.479338700531222,0.3556809693799323,,
15,57,SI-DL,50,0.2476331890779804,0.0023668109220195965,0.009467243688078386,0.08738236696712331,,0.9126176330328767,0.09
15,57,MI-DL,60,0.20397044340437964,0.04602955659562036,0.18411822638248143,0.3073847670995311,0.4294462103938219,,
15,57,SI-DL,60,0.2442122566444279,0.005787743355572111,0.023150973422288446,0.052461584393819316,,0.9475384156061807,0.09
15,57,MI-DL,75,0.22815781372478144,0.021842186275218556,0.08736874510087422,0.20222862024817828,0.5367129583530446,,
15,57,SI-DL,75,0.24384531454447642,0.006154685455523584,0.024618741822094337,0.03035178329716892,,0.9696482167028311,0.09
15,57,MI-DL,100,0.24294619550556806,0.007053804494431937,0.028215217977727747,0.15004337186593572,0.6426299586070634,,
15,57,SI-DL,100,0.24471633374486768,0.005283666255132324,0.021134665020529297,0.031987555254417654,,0.9680124447455823,0.09
15,57,MI-DL,130,0.25140455897171904,0.0014045589717190388,0.005618235886876155,0.0943845434204153,0.9000912343676317,,
15,57,SI-DL,130,0.24462783574570787,0.005372164254292128,0.02148865701716851,0.03136584702084999,,0.96863415297915,0.08
15,57,MI-DL,160,0.247713586088392,0.0022864139116079985,0.009145655646431994,0.07010480192616957,0.9702113716171343,,
15,57,SI-DL,160,0.24840051732228108,0.001599482677718922,0.006397930710875688,0.0262212074767868,,0.9737787925232132,0.0775
15,57,MI-DL,200,0.24635784647254694,0.0036421535274530625,0.01456861410981225,0.05178560748737164,1.1892390626044254,,
15,57,SI-DL,200,0.24714572384745448,0.0028542761525455207,0.011417104610182083,0.015564171429232276,,0.9844358285707677,0.065
15,57,MI-DL,300,0.24868876757590164,0.001311232424098363,0.005244929696393452,0.03210346456734477,1.357292034088383,,
15,57,SI-DL,300,0.24904356597627542,0.0009564340237245839,0.0038257360948983354,0.018527688252205854,,0.9814723117477941,0.07
15,57,MI-DL,400,0.25078041737015433,0.0007804173701543293,0.0031216694806173173,0.0244774896101757,1.5482896647037663,,
15,57,SI-DL,400,0.24943009432142535,0.0005699056785746504,0.0022796227142986014,0.017487969687496663,,0.9825120303125033,0.057499999999999996
15,57,MI-DL,500,0.2505409198754839,0.0005409198754838807,0.0021636795019355226,0.01954037612909859,1.6477896500946878,,
15,57,SI-DL,500,0.250039742054698,3.974205469797765e-05,0.0001589682187919106,0.016103114646304095,,0.9838968853536959,0.055
15,57,MI-DL,650,0.25030546607377074,0.00030546607377074375,0.001221864295082975,0.015506014055059822,1.7076865899703773,,
15,57,SI-DL,650,0.25081135883116046,0.000811358831160458,0.003245435324641832,0.016633499321761946,,0.983366500678238,0.052500000000000005
15,57,MI-DL,800,0.2517368329527001,0.001736832952700107,0.006947331810800428,0.014165786037648023,1.7766051643855931,,
15,57,SI-DL,800,0.2502565713642222,0.0002565713642221912,0.0010262854568887647,0.015715801691528974,,0.984284198308471,0.055
15,57,MI-DL,1000,0.2513664481797327,0.0013664481797326933,0.005465792718930773,0.012205863445126915,1.872219848193704,,
15,57,SI-DL,1000,0.2508586137430805,0.0008586137430804941,0.0034344549723219764,0.0140536309005308,,0.9859463690994692,0.05
16,58,MI-DL,30,0.13009708092292444,0.11990291907707556,0.47961167630830226,0.8489124017566874,0.1925094382507142,,
16,58,SI-DL,30,0.23891552688437534,0.01108447311562466,0.04433789246249864,0.06296012843565901,,0.937039871564341,0.09
16,58,MI-DL,40,0.18386181803921925,0.06613818196078075,0.264552727843123,0.5701052078660374,0.20516771988194016,,
16,58,SI-DL,40,0.23650706300206978,0.013492936997930222,0.053971747991720886,0.010440260885623331,,0.9895597391143767,0.09
16,58,MI-DL,50,0.2602209698429045,0.010220969842904493,0.04088387937161797,0.443961473641665,0.19809757745880852,,
16,58,SI-DL,50,0.24666018344714444,0.0033398165528555623,0.01335926621142225,0.044453879438593025,,0.955546120561407,0.09
16,58,MI-DL,60,0.26543048923274265,0.01543048923274265,0.0617219569309706,0.36665742596729234,0.2545278154057895,,
16,58,SI-DL,60,0.24467731549380858,0.005322684506191416,0.021290738024765665,0.0383065141460851,,0.9616934858539149,0.09
16,58,MI-DL,75,0.23306651236852638,0.01693348763147362,0.06773395052589448,0.18574319610785045,0.49066494926745197,,
16,58,SI-DL,75,0.2485111122830188,0.001488887716981191,0.005955550867924764,0.026760805885779115,,0.9732391941142209,0.09
16,58,MI-DL,100,0.24837178123383075,0.0016282187661692538,0.006512875064677015,0.1134441527263081,0.7301745773845418,,
16,58,SI-DL,100,0.25040139422668134,0.00040139422668133973,0.001605576906725359,0.01983372490048052,,0.9801662750995195,0.09
16,58,MI-DL,130,0.25137624621215976,0.0013762462121597596,0.0055049848486390385,0.07719396883854426,0.8576311718742442,,
16,58,SI-DL,130,0.25038892939776575,0.0003889293977657471,0.0015557175910629883,0.017256555335697144,,0.9827434446643029,0.08
16,58,MI-DL,160,0.24810790032777144,0.0018920996722285588,0.007568398688914235,0.0579799547568695,1.0859288234808124,,
16,58,SI-DL,160,0.24810684925383747,0.0018931507461625308,0.007572602984650123,0.01723074075289599,,0.982769259247104,0.0775
16,58,MI-DL,200,0.2461084774429641,0.003891522557035898,0.015566090228143592,0.037844215829962086,1.186155618156591,,
16,58,SI-DL,200,0.25180357067330705,0.0018035706733070533,0.007214282693228213,0.01259234465112935,,0.9874076553488706,0.065
16,58,MI-DL,300,0.2462923207595373,0.003707679240462697,0.014830716961850787,0.03423348635735001,1.307910602486662,,
16,58,SI-DL,300,0.250725654256591,0.0007256542565909907,0.002902617026363963,0.01934897773821387,,0.9806510222617861,0.07
16,58,MI-DL,400,0.24921328518775154,0.0007867148122484569,0.0031468592489938274,0.023895120972437494,1.531634422839768,,
16,58,SI-DL,400,0.24949985527022184,0.0005001447297781625,0.00200057891911265,0.017815190880027032,,0.982184809119973,0.057499999999999996
16,58,MI-DL,500,0.24883974910615003,0.0011602508938499678,0.004641003575399871,0.02157913398890164,1.5794882531390453,,
16,58,SI-DL,500,0.250141369676542,0.0001413696765419914,0.0005654787061679656,0.018207587999162222,,0.9817924120008378,0.055
16,58,MI-DL,650,0.24948730926558407,0.000512690734415927,0.002050762937663708,0.015000358560436416,1.7075082622097488,,
16,58,SI-DL,650,0.2507778975377459,0.0007778975377458752,0.003111590150983501,0.016448606364119378,,0.9835513936358806,0.052500000000000005
16,58,MI-DL,800,0.2487465549322879,0.0012534450677121056,0.0050137802708484225,0.013688529742079195,1.7647752590850283,,
16,58,SI-DL,800,0.2494346764866509,0.0005653235133490919,0.0022612940533963677,0.0158546592285419,,0.9841453407714581,0.055
16,58,MI-DL,1000,0.2473063697807879,0.0026936302192120953,0.010774520876848381,0.011729381393975741,1.8269820912566734,,
16,58,SI-DL,1000,0.24953695121538916,0.0004630487846108422,0.0018521951384433688,0.014618167203963361,,0.9853818327960366,0.05
17,59,MI-DL,30,0.7459162817170877,0.4959162817170877,1.9836651268683507,1.0329190865685596,0.07728509138233264,,
17,59,SI-DL,30,0.2538396063727882,0.0038396063727881846,0.015358425491152738,0.05897797131022153,,0.9410220286897785,0.09
17,59,MI-DL,40,0.33854247528038606,0.08854247528038606,0.35416990112154423,0.7446435752890257,0.06223165305760858,,
17,59,SI-DL,40,0.24907943614180889,0.0009205638581911146,0.0036822554327644585,0.09908620807998636,,0.9009137919200136,0.09
17,59,MI-DL,50,0.2727562782123542,0.02275627821235421,0.09102511284941683,0.48156770577609237,0.2332877263112234,,
17,59,SI-DL,50,0.25375606295608466,0.0037560629560846603,0.015024251824338641,0.03265038964313138,,0.9673496103568686,0.09
17,59,MI-DL,60,0.25826856438405915,0.008268564384059152,0.033074257536236606,0.34874619717939925,0.31270505209611343,,
17,59,SI-DL,60,0.24662498379285663,0.0033750162071433665,0.013500064828573466,0.03315501393916154,,0.9668449860608385,0.09
17,59,MI-DL,75,0.269958460146572,0.019958460146571988,0.07983384058628795,0.15700883945456293,0.549300811358731,,
17,59,SI-DL,75,0.24906690482834082,0.0009330951716591818,0.003732380686636727,0.023654668809338086,,0.9763453311906619,0.09
17,59,MI-DL,100,0.25783854760613983,0.007838547606139834,0.031354190424559336,0.15679731415906026,0.6699091057863606,,
17,59,SI-DL,100,0.2538463934553915,0.003846393455391506,0.015385573821566023,0.030896050714886325,,0.9691039492851137,0.09
17,59,MI-DL,130,0.2723389440125365,0.0223389440125365,0.089355776050146,0.09050387461225413,0.8358711473899536,,
17,59,SI-DL,130,0.25397497133354596,0.0039749713335459624,0.01589988533418385,0.024741512286399203,,0.9752584877136008,0.08
17,59,MI-DL,160,0.25537200972771534,0.005372009727715343,0.021488038910861373,0.05271598518511699,1.0165146752139886,,
17,59,SI-DL,160,0.25173760350770885,0.0017376035077088514,0.006950414030835406,0.01826233008731759,,0.9817376699126824,0.0775
17,59,MI-DL,200,0.24940846189376897,0.0005915381062310265,0.002366152424924106,0.0482719792316825,1.1709616190071177,,
17,59,SI-DL,200,0.2525238103820443,0.0025238103820443003,0.010095241528177201,0.016452468053286706,,0.9835475319467133,0.065
17,59,MI-DL,300,0.24827752388703278,0.0017224761129672195,0.006889904451868878,0.031077369962455248,1.3676709375486746,,
17,59,SI-DL,300,0.2518539495517515,0.0018539495517514992,0.007415798207005997,0.017609117997607338,,0.9823908820023927,0.07
17,59,MI-DL,400,0.2481865492133061,0.0018134507866938987,0.007253803146775595,0.02336536651704399,1.527476614008192,,
17,59,SI-DL,400,0.25055889281595295,0.0005588928159529494,0.0022355712638117975,0.018290206464188885,,0.9817097935358111,0.057499999999999996
17,59,MI-DL,500,0.24989237209936577,0.00010762790063423289,0.00043051160253693155,0.01966928573736472,1.5970236098809059,,
17,59,SI-DL,500,0.25079704814416437,0.0007970481441643695,0.003188192576657478,0.0176041733409108,,0.9823958266590892,0.055
17,59,MI-DL,650,0.2507047168482276,0.0007047168482275934,0.0028188673929103736,0.017818463003325468,1.6973728904150924,,
17,59,SI-DL,650,0.2501074507107078,0.00010745071070777934,0.00042980284283111736,0.016607800212398494,,0.9833921997876015,0.052500000000000005
17,59,MI-DL,800,0.2514521325360697,0.0014521325360696835,0.005808530144278734,0.01546976764707394,1.7824339533785354,,
17,59,SI-DL,800,0.2511262499084865,0.0011262499084864763,0.004504999633945905,0.016830157899258125,,0.9831698421007419,0.055
17,59,MI-DL,1000,0.252264574121377,0.0022645741213769832,0.009058296485507933,0.011971840201666762,1.8557391311594875,,
17,59,SI-DL,1000,0.250295681429212,0.00029568142921199136,0.0011827257168479655,0.014739883737373116,,0.9852601162626269,0.05
18,60,MI-DL,30,0.1258567483382802,0.1241432516617198,0.4965730066468792,1.033998604979113,0.07624323170340563,,
18,60,SI-DL,30,0.2730460653175672,0.0230460653175672,0.0921842612702688,0.10973713364483084,,0.8902628663551692,0.09
18,60,MI-DL,40,0.22277505341702075,0.027224946582979248,0.10889978633191699,0.4069211779705799,0.18977525101036719,,
18,60,SI-DL,40,0.2567082431538213,0.006708243153821292,0.026832972615285167,0.018972078518344038,,0.981027921481656,0.09
18,60,MI-DL,50,0.20238743441047347,0.047612565589526534,0.19045026235810614,0.3500943051062241,0.27442084790477406,,
18,60,SI-DL,50,0.2401185599677804,0.009881440032219607,0.03952576012887843,0.014600912782553377,,0.9853990872174466,0.09
18,60,MI-DL,60,0.22691564881139237,0.023084351188607632,0.09233740475443053,0.131335197303274,0.5667934501516552,,
18,60,SI-DL,60,0.24219588667960776,0.007804113320392242,0.031216453281568968,0.0008898013527743887,,0.9991101986472256,0.09
18,60,MI-DL,75,0.23409103697971703,0.015908963020282968,0.06363585208113187,0.1502033208744467,0.49723947770819876,,
18,60,SI-DL,75,0.2455270922828208,0.004472907717179203,0.017891630868716812,0.017263830996098295,,0.9827361690039017,0.09
18,60,MI-DL,100,0.2607323991170586,0.010732399117058589,0.042929596468234354,0.0800412521673555,0.7704339462098684,,
18,60,SI-DL,100,0.2527868545742223,0.002786854574222286,0.011147418296889144,0.01885510479764807,,0.9811448952023519,0.09
18,60,MI-DL,130,0.2577467671517549,0.007746767151754874,0.030987068607019497,0.06426151225048149,0.9116372954261136,,
18,60,SI-DL,130,0.252741160799526,0.002741160799526021,0.010964643198104085,0.021306479196470218,,0.9786935208035298,0.08
18,60,MI-DL,160,0.24610787333551465,0.0038921266644853514,0.015568506657941406,0.04856422038137389,1.1034188109809735,,
18,60,SI-DL,160,0.2518897876892051,0.0018897876892051135,0.007559150756820454,0.024603598502180857,,0.9753964014978191,0.0775
18,60,MI-DL,200,0.2522076008073627,0.0022076008073627085,0.008830403229450834,0.04031357169285481,1.2144397608591717,,
18,60,SI-DL,200,0.2541179789095259,0.004117978909525921,0.016471915638103685,0.01331585136045943,,0.9866841486395406,0.065
18,60,MI-DL,300,0.24896959144993486,0.0010304085500651428,0.004121634200260571,0.030695048689437683,1.3305895551105422,,
18,60,SI-DL,300,0.2510640450472105,0.0010640450472105267,0.004256180188842107,0.015858267619312638,,0.9841417323806874,0.07
18,60,MI-DL,400,0.25138349419433575,0.0013834941943357548,0.005533976777343019,0.026023102091425603,1.4121507438498737,,
18,60,SI-DL,400,0.25133789622101926,0.0013378962210192635,0.005351584884077054,0.015436128880194855,,0.9845638711198051,0.057499999999999996
18,60,MI-DL,500,0.25173178732932755,0.0017317873293275499,0.0069271493173101995,0.02018057822255596,1.5526464801110382,,
18,60,SI-DL,500,0.2509141216506453,0.0009141216506453054,0.0036564866025812215,0.016250984400241864,,0.9837490155997581,0.055
18,60,MI-DL,650,0.25272842917641397,0.002728429176413971,0.010913716705655885,0.016728786231594888,1.646761432696091,,
18,60,SI-DL,650,0.2512313529586581,0.0012313529586581162,0.004925411834632465,0.015396997294241155,,0.9846030027057588,0.052500000000000005
18,60,MI-DL,800,0.2516841002742803,0.0016841002742802869,0.006736401097121147,0.0129987891100831,1.733483782570051,,
18,60,SI-DL,800,0.2508695731230823,0.000869573123082279,0.003478292492329116,0.014360929975148262,,0.9856390700248517,0.055
18,60,MI-DL,1000,0.25003208147743916,3.20814774391609e-05,0.0001283259097566436,0.0119694233338436,1.7856315920153643,,
18,60,SI-DL,1000,0.24980185947958622,0.00019814052041378094,0.0007925620816551238,0.01387065491223105,,0.986129345087769,0.05
19,61,MI-DL,30,0.7873883307576468,0.5373883307576468,2.149553323030587,0.6263090504019795,0.1075100053181961,,
19,61,SI-DL,30,0.23324046748210436,0.016759532517895637,0.06703813007158255,0.0,,1.0,0.09
19,61,MI-DL,40,0.24713067403863878,0.0028693259613612188,0.011477303845444875,0.2030869745965809,0.19735375981952785,,
19,61,SI-DL,40,0.2542756369096884,0.004275636909688407,0.01710254763875363,0.009757284734161598,,0.9902427152658384,0.09
19,61,MI-DL,50,0.28164492472067215,0.03164492472067215,0.1265796988826886,0.2912223932361842,0.3904619923868262,,
19,61,SI-DL,50,0.2442511622720429,0.00574883772795709,0.02299535091182836,0.0,,1.0,0.09
19,61,MI-DL,60,0.25616151795140424,0.006161517951404238,0.024646071805616954,0.19412234240180912,0.4676434202489004,,
19,61,SI-DL,60,0.25195196962801514,0.0019519696280151377,0.007807878512060551,0.004825615090680135,,0.9951743849093199,0.09
19,61,MI-DL,75,0.2526909913078875,0.0026909913078875247,0.010763965231550099,0.14065560980394384,0.49142516535787806,,
19,61,SI-DL,75,0.24886514946294108,0.001134850537058918,0.004539402148235672,0.012884797957667837,,0.9871152020423322,0.09
19,61,MI-DL,100,0.2580754215006532,0.008075421500653213,0.03230168600261285,0.11453266910317365,0.6865902199357183,,
19,61,SI-DL,100,0.2515497235084706,0.0015497235084706018,0.006198894033882407,0.022654703074226457,,0.9773452969257735,0.09
19,61,MI-DL,130,0.24473048274125092,0.005269517258749079,0.021078069034996316,0.07956969430841682,0.8375181695089671,,
19,61,SI-DL,130,0.24421975159624906,0.005780248403750937,0.02312099361500375,0.024778183653313968,,0.975221816346686,0.08
19,61,MI-DL,160,0.24477396002907803,0.00522603997092197,0.02090415988368788,0.07738020007870589,0.9505872627438032,,
19,61,SI-DL,160,0.24749413388441666,0.002505866115583344,0.010023464462333376,0.026823480545483225,,0.9731765194545168,0.0775
19,61,MI-DL,200,0.25174650896072104,0.0017465089607210382,0.006986035842884153,0.059363597764110654,1.0629033135581363,,
19,61,SI-DL,200,0.24791715278189214,0.002082847218107864,0.008331388872431456,0.020226265765608042,,0.979773734234392,0.065
19,61,MI-DL,300,0.24527448566613264,0.004725514333867364,0.018902057335469458,0.038991956238099416,1.266134341258745,,
19,61,SI-DL,300,0.2475158096244205,0.002484190375579509,0.009936761502318037,0.020178267618431223,,0.9798217323815688,0.07
19,61,MI-DL,400,0.2472012131437796,0.0027987868562203977,0.01119514742488159,0.029397331915870593,1.429395981043684,,
19,61,SI-DL,400,0.24855728324286536,0.0014427167571346433,0.005770867028538573,0.015706258456801403,,0.9842937415431986,0.057499999999999996
19,61,MI-DL,500,0.24810335081303742,0.0018966491869625846,0.007586596747850338,0.020564433017887566,1.5897733618098293,,
19,61,SI-DL,500,0.24869371439167293,0.0013062856083270735,0.005225142433308294,0.015092488919694835,,0.9849075110803052,0.055
19,61,MI-DL,650,0.24797055735686888,0.002029442643131124,0.008117770572524496,0.01759499010655926,1.6952118443747084,,
19,61,SI-DL,650,0.2490663782685621,0.0009336217314379058,0.0037344869257516233,0.015547941296862766,,0.9844520587031372,0.052500000000000005
19,61,MI-DL,800,0.2502123535403081,0.00021235354030807452,0.0008494141612322981,0.014247095922848617,1.7656790893165768,,
19,61,SI-DL,800,0.24833772190705664,0.0016622780929433645,0.006649112371773458,0.015345191650455003,,0.984654808349545,0.055
19,61,MI-DL,1000,0.2486920789636513,0.0013079210363486915,0.005231684145394766,0.013649932067671358,1.8173451519768271,,
19,61,SI-DL,1000,0.2489502973290717,0.0010497026709282986,0.0041988106837131944,0.014561241931002167,,0.9854387580689978,0.05
20,62,MI-DL,30,0.8252014831356413,0.5752014831356413,2.3008059325425654,0.8352869865181056,0.10372709759671572,,
20,62,SI-DL,30,0.24141827770216295,0.008581722297837047,0.03432688919134819,0.009729536160894559,,0.9902704638391054,0.09
20,62,MI-DL,40,0.1868761443616721,0.0631238556383279,0.2524954225533116,0.4418736001403532,0.13083885954751295,,
20,62,SI-DL,40,0.2529659181802427,0.0029659181802427215,0.011863672720970886,0.011092919834802095,,0.9889070801651979,0.09
20,62,MI-DL,50,0.26568188015044103,0.01568188015044103,0.06272752060176412,0.16720219688973167,0.4548146196731553,,
20,62,SI-DL,50,0.23991858183789314,0.010081418162106864,0.04032567264842746,0.01680152126047374,,0.9831984787395263,0.09
20,62,MI-DL,60,0.24028330842210244,0.009716691577897563,0.03886676631159025,0.1343232453603908,0.4838257326950517,,
20,62,SI-DL,60,0.24778931206142235,0.002210687938577649,0.008842751754310596,0.009410827277748113,,0.9905891727222519,0.09
20,62,MI-DL,75,0.2414863262621816,0.008513673737818389,0.034054694951273556,0.11998678981628823,0.5641255365356139,,
20,62,SI-DL,75,0.25404849391007583,0.004048493910075834,0.016193975640303337,0.005161522898477489,,0.9948384771015225,0.09
20,62,MI-DL,100,0.24519268328610133,0.004807316713898668,0.019229266855594673,0.1023601809437042,0.7263648855782803,,
20,62,SI-DL,100,0.24698420189679016,0.0030157981032098435,0.012063192412839374,0.012940598208248666,,0.9870594017917513,0.09
20,62,MI-DL,130,0.24916506336625038,0.0008349366337496167,0.0033397465349984667,0.07989880367320953,0.9236266376227817,,
20,62,SI-DL,130,0.25276499241096345,0.0027649924109634516,0.011059969643853806,0.012594139338825694,,0.9874058606611743,0.08
20,62,MI-DL,160,0.2433163534308721,0.006683646569127899,0.026734586276511596,0.06449621958259477,1.0559891740560392,,
20,62,SI-DL,160,0.24685440596850006,0.003145594031499943,0.012582376125999772,0.012842666897155519,,0.9871573331028445,0.0775
20,62,MI-DL,200,0.25188998708452787,0.0018899870845278666,0.007559948338111466,0.04712417451811952,1.1518653829240462,,
20,62,SI-DL,200,0.2490394564036992,0.0009605435963007947,0.0038421743852031787,0.013697523769097941,,0.9863024762309021,0.065
20,62,MI-DL,300,0.24871075018792174,0.001289249812078258,0.005156999248313032,0.03194664669384245,1.373297625579978,,
20,62,SI-DL,300,0.2504872260161148,0.00048722601611478344,0.0019489040644591338,0.01790128373883404,,0.982098716261166,0.07
20,62,MI-DL,400,0.25115226565202176,0.0011522656520217556,0.004609062608087022,0.02126079049917488,1.543759581747369,,
20,62,SI-DL,400,0.2505918510748916,0.000591851074891625,0.0023674042995665,0.013992440178241639,,0.9860075598217584,0.057499999999999996
20,62,MI-DL,500,0.25060811333764255,0.0006081133376425463,0.002432453350570185,0.019096358021791934,1.6403142939562096,,
20,62,SI-DL,500,0.24976352562394358,0.00023647437605642252,0.0009458975042256901,0.014776451045961148,,0.9852235489540389,0.055
20,62,MI-DL,650,0.2494159485986241,0.0005840514013759068,0.0023362056055036273,0.014904876953713569,1.7176926095090614,,
20,62,SI-DL,650,0.2501435162899526,0.00014351628995262766,0.0005740651598105107,0.013926477734585663,,0.9860735222654143,0.052500000000000005
20,62,MI-DL,800,0.2494856364435033,0.0005143635564966997,0.002057454225986799,0.013418841413367518,1.7871862626374542,,
20,62,SI-DL,800,0.24953477905857993,0.0004652209414200692,0.0018608837656802768,0.014597335540893153,,0.9854026644591068,0.055
20,62,MI-DL,1000,0.24781480010588483,0.0021851998941151696,0.008740799576460678,0.012985630992241396,1.821207669565422,,
20,62,SI-DL,1000,0.2485351664588231,0.0014648335411769076,0.00585933416470763,0.014410378290597436,,0.9855896217094026,0.05
21,63,MI-DL,30,0.1866224854179761,0.0633775145820239,0.2535100583280956,0.8021287701441481,0.10307627040845535,,
21,63,SI-DL,30,0.27276566343760084,0.022765663437600836,0.09106265375040334,0.09944267921182204,,0.900557320788178,0.09
21,63,MI-DL,40,0.21248758995169242,0.037512410048307576,0.1500496401932303,0.6774196872882013,0.23040715264471157,,
21,63,SI-DL,40,0.26344066703837116,0.013440667038371157,0.05376266815348463,0.04205774737169454,,0.9579422526283055,0.09
21,63,MI-DL,50,0.29008699250397463,0.04008699250397463,0.1603479700158985,0.6831112453026539,0.23138598476181738,,
21,63,SI-DL,50,0.25903217120533595,0.009032171205335948,0.03612868482134379,0.0429508458122545,,0.9570491541877455,0.09
21,63,MI-DL,60,0.2786157197819465,0.02861571978194649,0.11446287912778597,0.482130747297609,0.32470635920053503,,
21,63,SI-DL,60,0.2489594824408633,0.0010405175591367,0.0041620702365468,0.025750594797573134,,0.9742494052024269,0.09
21,63,MI-DL,75,0.27015802340769457,0.02015802340769457,0.08063209363077828,0.28340351429797483,0.5285863955260268,,
21,63,SI-DL,75,0.2566218116287363,0.006621811628736318,0.026487246514945273,0.06846190911961803,,0.931538090880382,0.09
21,63,MI-DL,100,0.23852651683424642,0.011473483165753584,0.045893932663014336,0.23003067736853688,0.5985849144567172,,
21,63,SI-DL,100,0.23853684207785225,0.011463157922147749,0.045852631688590995,0.056256904750821124,,0.9437430952491789,0.09
21,63,MI-DL,130,0.2473898539942374,0.0026101460057625925,0.01044058402305037,0.10029353443211395,0.8877484335920354,,
21,63,SI-DL,130,0.2538698172622594,0.0038698172622593785,0.015479269049037514,0.03857657990921248,,0.9614234200907875,0.08
21,63,MI-DL,160,0.2516940111573373,0.0016940111573373051,0.0067760446293492205,0.10590764546294994,0.9135416478868894,,
21,63,SI-DL,160,0.2536357115231793,0.003635711523179319,0.014542846092717276,0.03959143627424011,,0.9604085637257599,0.0775
21,63,MI-DL,200,0.2552646769992754,0.005264676999275408,0.021058707997101633,0.07632887148899901,1.0598370554645227,,
21,63,SI-DL,200,0.2505679644502932,0.0005679644502932235,0.002271857801172894,0.027138440674517872,,0.9728615593254821,0.065
21,63,MI-DL,300,0.24496366142771042,0.005036338572289578,0.020145354289158313,0.037108060402335656,1.3287993711200503,,
21,63,SI-DL,300,0.25043297793554486,0.00043297793554486486,0.0017319117421794594,0.02561130376569498,,0.974388696234305,0.07
21,63,MI-DL,400,0.24929037591957093,0.0007096240804290721,0.0028384963217162884,0.03087484916817091,1.478846967243788,,
21,63,SI-DL,400,0.24915614726532487,0.0008438527346751323,0.0033754109387005293,0.02239901621412088,,0.9776009837858791,0.057499999999999996
21,63,MI-DL,500,0.2483153346348666,0.0016846653651333976,0.00673866146053359,0.023020823854510736,1.612115438025806,,
21,63,SI-DL,500,0.24933696590646126,0.0006630340935387391,0.0026521363741549564,0.01941730472307701,,0.980582695276923,0.055
21,63,MI-DL,650,0.25026646828975746,0.00026646828975745995,0.0010658731590298398,0.015747943432065863,1.740587126515984,,
21,63,SI-DL,650,0.25053841301007485,0.0005384130100748452,0.002153652040299381,0.017465630806935306,,0.9825343691930647,0.052500000000000005
21,63,MI-DL,800,0.24946968164906824,0.0005303183509317577,0.002121273403727031,0.012396389339424801,1.8030663270646476,,
