repeat,random_state,method,n_samples,theta_over_pi,theta_abs_error,normalized_error,objective_error,mutual_information,si_score,bandwidth
2,44,MI-DL,300,0.2511808814076367,0.0011808814076367247,0.004723525630546899,0.02242830805604675,1.4046660262116673,,
2,44,SI-DL,300,0.24772017872611332,0.0022798212738866785,0.009119285095546714,0.011131213710567245,,0.9888687862894328,0.07
2,44,MI-DL,400,0.24861429555921088,0.001385704440789115,0.00554281776315646,0.021879282382432547,1.5466281247213498,,
2,44,SI-DL,400,0.24845793897821097,0.0015420610217890263,0.006168244087156105,0.014730338633029083,,0.9852696613669709,0.057499999999999996
2,44,MI-DL,500,0.2515364727352095,0.0015364727352095153,0.006145890940838061,0.020367683370118836,1.5918767639131746,,
2,44,SI-DL,500,0.24941014958946106,0.000589850410538939,0.002359401642155756,0.015019396364655324,,0.9849806036353447,0.055
2,44,MI-DL,650,0.24802227826439333,0.0019777217356066745,0.007910886942426698,0.01718146124016581,1.639735026929384,,
2,44,SI-DL,650,0.2492624334563437,0.0007375665436563095,0.002950266174625238,0.01404979049013555,,0.9859502095098645,0.052500000000000005
2,44,MI-DL,800,0.25022457994275044,0.0002245799427504358,0.0008983197710017432,0.013752967035226327,1.7268510416854266,,
2,44,SI-DL,800,0.2505248714439465,0.000524871443946473,0.002099485775785892,0.014029288357395031,,0.985970711642605,0.055
2,44,MI-DL,1000,0.24946705429368504,0.0005329457063149579,0.0021317828252598314,0.012846761997364184,1.7880300758523573,,
2,44,SI-DL,1000,0.24993673837110053,6.326162889946918e-05,0.0002530465155978767,0.013512132868159998,,0.98648786713184,0.05
3,45,MI-DL,30,0.7167542322447094,0.46675423224470936,1.8670169289788374,0.8490619527168708,0.0691780182087669,,
3,45,SI-DL,30,0.24191878529407515,0.00808121470592485,0.0323248588236994,0.0351271234510776,,0.9648728765489224,0.09
3,45,MI-DL,40,0.28309808582590634,0.03309808582590634,0.13239234330362537,0.4793983148755856,0.23526739159538934,,
3,45,SI-DL,40,0.2556813743110571,0.005681374311057086,0.022725497244228343,0.062278101104154326,,0.9377218988958457,0.09
3,45,MI-DL,50,0.28257216103684474,0.03257216103684474,0.13028864414737895,0.2523022335653881,0.2639940709205879,,
3,45,SI-DL,50,0.25770970028090007,0.007709700280900067,0.030838801123600268,0.013701482550003474,,0.9862985174499965,0.09
3,45,MI-DL,60,0.2719824962366606,0.021982496236660598,0.08792998494664239,0.19638432374111806,0.39850908485182934,,
3,45,SI-DL,60,0.25933199929597495,0.009331999295974946,0.037327997183899786,0.011740234728112697,,0.9882597652718873,0.09
3,45,MI-DL,75,0.26966927855613587,0.019669278556135872,0.07867711422454349,0.15468763573344643,0.5480124299834737,,
3,45,SI-DL,75,0.2516904980236894,0.001690498023689424,0.006761992094757696,0.032311020858556194,,0.9676889791414438,0.09
3,45,MI-DL,100,0.24937756406282696,0.0006224359371730381,0.0024897437486921525,0.06145472433479879,0.8401381504802048,,
3,45,SI-DL,100,0.24728442154102298,0.0027155784589770193,0.010862313835908077,0.017410782824876958,,0.982589217175123,0.09
3,45,MI-DL,130,0.2515830170344284,0.0015830170344284245,0.006332068137713698,0.071089448044344,0.9782702115695203,,
3,45,SI-DL,130,0.25302922302097575,0.0030292230209757465,0.012116892083902986,0.01154922535387759,,0.9884507746461224,0.08
3,45,MI-DL,160,0.25844522761525407,0.00844522761525407,0.03378091046101628,0.047482030208980584,1.0371832609515188,,
3,45,SI-DL,160,0.2503157491594726,0.0003157491594725781,0.0012629966378903124,0.014083755959042987,,0.985916244040957,0.0775
3,45,MI-DL,200,0.2564891678622612,0.006489167862261225,0.0259566714490449,0.03668291216246995,1.2111423912567316,,
3,45,SI-DL,200,0.25217381094990177,0.0021738109499017666,0.008695243799607066,0.014394051038120304,,0.9856059489618797,0.065
