repeat,random_state,noise_percent,method,theta,theta_over_pi,theta_abs_error,normalized_error,objective_error,mutual_information,si_score
1,43,5,SI-DL,0.7863629625348919,0.2503071051036299,0.00030710510362991217,0.0012284204145196487,0.009038429507717827,,0.9909615704922822
1,43,10,MI-DL,0.7925667302336878,0.2522818256937443,0.0022818256937442993,0.009127302774977197,0.020352340734576254,1.6202965308887993,
1,43,10,SI-DL,0.7866826811989969,0.250408874715212,0.00040887471521200425,0.001635498860848017,0.016091327017997314,,0.9839086729820027
1,43,15,MI-DL,0.7949302987054278,0.25303417290497143,0.0030341729049714328,0.012136691619885731,0.03217768444969523,1.4712862291530246,
1,43,15,SI-DL,0.786745866445854,0.2504289872039476,0.00042898720394757284,0.0017159488157902913,0.027673456063558755,,0.9723265439364412
1,43,20,MI-DL,0.795771487003989,0.2533019314565456,0.003301931456545615,0.01320772582618246,0.04598308556802219,1.3172595698374252,
1,43,20,SI-DL,0.7865346272881054,0.25036174769168706,0.00036174769168706433,0.0014469907667482573,0.043504620790410176,,0.9564953792095898
1,43,25,MI-DL,0.7860721149299992,0.2502145254356197,0.0002145254356196724,0.0008581017424786896,0.06718822547013621,1.180679780322241,
1,43,25,SI-DL,0.7859960177599951,0.2501903029540967,0.0001903029540967216,0.0007612118163868864,0.06320106439484374,,0.9367989356051563
1,43,30,MI-DL,0.7874426914607181,0.250650793495119,0.0006507934951189842,0.002603173980475937,0.08650229573669979,1.0599959321518728,
1,43,30,SI-DL,0.7849867063521495,0.24986902915474143,0.00013097084525856562,0.0005238833810342625,0.0862983885342461,,0.9137016114657539
2,44,0,MI-DL,0.7878918087791353,0.25079375197762754,0.0007937519776275437,0.0031750079105101747,0.00430468752341481,2.0229757072302883,
2,44,0,SI-DL,0.7853747836822711,0.24999255800552295,7.441994477053182e-06,2.9767977908212728e-05,0.00445095740483803,,0.995549042595162
2,44,5,MI-DL,0.7801500320459672,0.24832946790683247,0.0016705320931675316,0.006682128372670126,0.01001127829377598,1.7561682287926077,
2,44,5,SI-DL,0.7858202780231639,0.25013436325846805,0.00013436325846805097,0.0005374530338722039,0.006639221737607337,,0.9933607782623927
2,44,10,MI-DL,0.776849702690656,0.24727894044537435,0.002721059554625649,0.010884238218502595,0.018518703907503924,1.5488176910275557,
2,44,10,SI-DL,0.786577103018057,0.2503752681364535,0.0003752681364534993,0.0015010725458139973,0.013096427867887672,,0.9869035721321123
2,44,15,MI-DL,0.7883898153691536,0.25095227239861506,0.0009522723986150616,0.0038090895944602465,0.02582933268449376,1.3979798273764246,
2,44,15,SI-DL,0.787766927845031,0.25075400114170626,0.000754001141706262,0.003016004566825048,0.023703268837633185,,0.9762967311623668
2,44,20,MI-DL,0.7898751190286055,0.25142505923740355,0.0014250592374035476,0.00570023694961419,0.0363517333010613,1.27593971552443,
2,44,20,SI-DL,0.7896111916230233,0.25134104853497186,0.001341048534971856,0.005364194139887424,0.03823678078925241,,0.9617632192107476
2,44,25,MI-DL,0.7649754370449476,0.24349924429917283,0.006500755700827171,0.026003022803308684,0.059140624854875395,1.1620131888161076,
2,44,25,SI-DL,0.792559841130312,0.2522796328240328,0.002279632824032818,0.009118531296131271,0.0563785933719716,,0.9436214066280284
2,44,30,MI-DL,0.7880444903489033,0.25084235203072275,0.0008423520307227483,0.0033694081228909933,0.07013724651067567,1.0883940072535117,
2,44,30,SI-DL,0.7972627339842026,0.25377661011308933,0.0037766101130893293,0.015106440452357317,0.07772241200013541,,0.9222775879998646
