repeat,random_state,noise_percent,method,theta,theta_over_pi,theta_abs_error,normalized_error,objective_error,mutual_information,si_score
14,56,10,SI-DL,0.7882334797464654,0.2509025092243507,0.0009025092243507005,0.003610036897402802,0.014152415625612536,,0.9858475843743875
14,56,15,MI-DL,0.7890552786082358,0.2511640959265068,0.0011640959265067918,0.004656383706027167,0.029048840387079996,1.4538748678331732,
14,56,15,SI-DL,0.7889703684193522,0.2511370681739474,0.0011370681739473754,0.0045482726957895014,0.02624735161154179,,0.9737526483884582
14,56,20,MI-DL,0.7863260718728682,0.2502953624411999,0.00029536244119987565,0.0011814497647995026,0.043374422619289525,1.3141136498632742,
14,56,20,SI-DL,0.7895685356789481,0.25132747072626827,0.001327470726268265,0.00530988290507306,0.04291088834771151,,0.9570891116522885
14,56,25,MI-DL,0.8056162277679937,0.2564356097686449,0.006435609768644879,0.025742439074579515,0.06573233286364805,1.1817806024122648,
14,56,25,SI-DL,0.7900195392374779,0.25147102961765233,0.0014710296176523308,0.005884118470609323,0.06372742343853521,,0.9362725765614648
14,56,30,MI-DL,0.8071697318350567,0.25693010547141776,0.006930105471417758,0.02772042188567103,0.08007838588670763,1.073064203002347,
14,56,30,SI-DL,0.7903247023071637,0.2515681660396315,0.0015681660396315023,0.006272664158526009,0.08819246627832888,,0.9118075337216711
15,57,0,MI-DL,0.7826485974847881,0.2491247859872863,0.0008752140127137042,0.003500856050854817,0.004387531478481432,1.996373896780005,
15,57,0,SI-DL,0.7865590665379814,0.25036952694653347,0.0003695269465334716,0.0014781077861338865,0.00539949905629189,,0.9946005009437081
15,57,5,MI-DL,0.7838291856226751,0.24950057886308705,0.0004994211369129531,0.0019976845476518124,0.011833761596599246,1.7775876997665536,
15,57,5,SI-DL,0.7859786937259818,0.25018478854280174,0.00018478854280173929,0.0007391541712069571,0.0077333674024039345,,0.9922666325975961
15,57,10,MI-DL,0.7891072369632285,0.2511806347845708,0.001180634784570811,0.004722539138283244,0.02202920286232157,1.5837589218841899,
15,57,10,SI-DL,0.7856043631933037,0.25006563543354987,6.5635433549871e-05,0.000262541734199484,0.014691807523358635,,0.9853081924766414
15,57,15,MI-DL,0.7854890505530389,0.2500289302801516,2.8930280151606702e-05,0.00011572112060642681,0.034794474070791705,1.4292796963557821,
15,57,15,SI-DL,0.7853985717026408,0.25000012996757937,1.299675793653421e-07,5.198703174613684e-07,0.02610182468526634,,0.9738981753147337
15,57,20,MI-DL,0.7809185026298923,0.24857407969093726,0.0014259203090627448,0.005703681236250979,0.05097163136398153,1.2800212118750887,
15,57,20,SI-DL,0.7853282358285179,0.24997774136349266,2.2258636507344054e-05,8.903454602937622e-05,0.04167249703637488,,0.9583275029636251
15,57,25,MI-DL,0.7790189556901037,0.24796943512073238,0.0020305648792676156,0.008122259517070463,0.06535846961446762,1.1749066435485682,
15,57,25,SI-DL,0.7853629443130175,0.24998878941724334,1.1210582756659981e-05,4.4842331026639926e-05,0.06101407959099614,,0.9389859204090039
15,57,30,MI-DL,0.7819441238823375,0.24890054507507076,0.001099454924929244,0.004397819699716976,0.08830199301782284,1.0755230874777721,
15,57,30,SI-DL,0.7854788717156227,0.2500256902555722,2.5690255572197174e-05,0.0001027610222887887,0.08366225666762317,,0.9163377433323768
16,58,0,MI-DL,0.7852963935654687,0.2499676056563656,3.2394343634389866e-05,0.00012957737453755946,0.004876198368829323,2.0371065459043036,
16,58,0,SI-DL,0.7847167333539791,0.2497830940804211,0.00021690591957890248,0.0008676236783156099,0.006511290331877806,,0.9934887096681222
16,58,5,MI-DL,0.7869439674392463,0.2504920447086072,0.0004920447086071977,0.001968178834428791,0.011032854138764666,1.7941536878194357,
16,58,5,SI-DL,0.7868055942719849,0.2504479991614853,0.00044799916148530183,0.0017919966459412073,0.009332629597632147,,0.9906673704023679
16,58,10,MI-DL,0.7925720866183508,0.2522835306839367,0.0022835306839367187,0.009134122735746875,0.020115026681640766,1.5987782540456639,
16,58,10,SI-DL,0.7894291284900279,0.25128309603982985,0.0012830960398298452,0.005132384159319381,0.016773971220251038,,0.983226028779749
16,58,15,MI-DL,0.7870974955111893,0.2505409142117134,0.0005409142117133725,0.00216365684685349,0.03268801373900449,1.4304772358204598,
16,58,15,SI-DL,0.7927101009171393,0.2523274619996759,0.0023274619996758728,0.009309847998703491,0.028537148427514536,,0.9714628515724855
16,58,20,MI-DL,0.7973772795543791,0.25381307110049506,0.003813071100495058,0.015252284401980232,0.046981245822918426,1.3141536682689523,
16,58,20,SI-DL,0.7965346558598384,0.25354485564819007,0.0035448556481900706,0.014179422592760282,0.044217869995719083,,0.9557821300042809
16,58,25,MI-DL,0.7939408710495393,0.25271922830043847,0.00271922830043847,0.01087691320175388,0.06448611228092456,1.208089275453042,
16,58,25,SI-DL,0.8004163496110379,0.2547804371443347,0.004780437144334682,0.019121748577338726,0.06334044629081859,,0.9366595537091814
16,58,30,MI-DL,0.7814326327913578,0.24873773240411698,0.001262267595883021,0.005049070383532084,0.0847957983011201,1.1058258611224163,
16,58,30,SI-DL,0.8038722603964332,0.2558804877130952,0.005880487713095184,0.023521950852380735,0.08539444148903574,,0.9146055585109643
17,59,0,MI-DL,0.7837858373503032,0.24948678067944208,0.0005132193205579227,0.002052877282231691,0.007659047172262605,1.941959493783786,
17,59,0,SI-DL,0.7834171502562672,0.24936942393250208,0.0006305760674979177,0.002522304269991671,0.00838135339808288,,0.9916186466019171
17,59,5,MI-DL,0.7869850572388496,0.2505051239980422,0.0005051239980422007,0.0020204959921688026,0.013870357249707158,1.7724557316337926,
17,59,5,SI-DL,0.7816282044824773,0.248799984806858,0.0012000151931420011,0.0048000607725680045,0.010784115363964397,,0.9892158846360356
17,59,10,MI-DL,0.7847928843805071,0.24980733370500802,0.0001926662949919833,0.0007706651799679332,0.022087413732106268,1.6172940398107096,
17,59,10,SI-DL,0.7801353879629846,0.24832480655044503,0.001675193449554968,0.006700773798219872,0.017721055220836113,,0.9822789447791639
17,59,15,MI-DL,0.7831401278805653,0.24928124497162202,0.000718755028377982,0.002875020113511928,0.031347161782016984,1.4955234431986923,
17,59,15,SI-DL,0.7789867222270228,0.2479591748907678,0.0020408251092322027,0.008163300436928811,0.02903196745348502,,0.970968032546515
17,59,20,MI-DL,0.7961882466824467,0.2534345901823615,0.0034345901823614744,0.013738360729445898,0.047023001962291935,1.3508852165959935,
17,59,20,SI-DL,0.7781757477200094,0.2477010336877424,0.0022989663122575943,0.009195865249030377,0.04443891540981393,,0.9555610845901861
17,59,25,MI-DL,0.791517598411804,0.25194787666292867,0.0019478766629286715,0.007791506651714686,0.06662127520451497,1.2289713316957638,
17,59,25,SI-DL,0.7776958811228267,0.24754828740580978,0.0024517125941902196,0.009806850376760878,0.0635641350967584,,0.9364358649032416
17,59,30,MI-DL,0.7819800135653234,0.24891196911597718,0.001088030884022817,0.004352123536091268,0.08802619712076991,1.1122940309214417,
17,59,30,SI-DL,0.7775401614925196,0.24749872030801015,0.0025012796919898495,0.010005118767959398,0.08595374955044488,,0.9140462504495551
18,60,0,MI-DL,0.7862610059004268,0.2502746512989176,0.0002746512989176275,0.00109860519567051,0.005414461308898577,2.0398134189393273,
18,60,0,SI-DL,0.7854370450677594,0.25001237642005136,1.237642005136319e-05,4.950568020545276e-05,0.006929471701375367,,0.9930705282986246
18,60,5,MI-DL,0.7915872733981336,0.2519700548998971,0.0019700548998971,0.0078802195995884,0.009745533975157247,1.8881355654739087,
18,60,5,SI-DL,0.7885384850156351,0.2509995954168655,0.0009995954168655063,0.003998381667462025,0.009035276237380319,,0.9909647237626197
18,60,10,MI-DL,0.7897989320444361,0.2514008081671439,0.0014008081671438855,0.005603232668575542,0.016809770126800547,1.6977219155116519,
18,60,10,SI-DL,0.7914702890537558,0.25193281762655295,0.0019328176265529518,0.007731270506211807,0.015839531802461226,,0.9841604681975388
18,60,15,MI-DL,0.7853517123214901,0.24998521416329866,1.4785836701336486e-05,5.914334680534594e-05,0.025153059777359973,1.5381213026588396,
18,60,15,SI-DL,0.7941157831629561,0.25277490455535234,0.002774904555352342,0.011099618221409369,0.027260228380148965,,0.972739771619851
18,60,20,MI-DL,0.786117070092167,0.2502288351081727,0.00022883510817267583,0.0009153404326907033,0.04275440380180708,1.3797214230958224,
18,60,20,SI-DL,0.7964781235966273,0.2535268608699216,0.0035268608699215998,0.014107443479686399,0.04308692388774926,,0.9569130761122507
18,60,25,MI-DL,0.7766107976612631,0.24720289461265954,0.0027971053873404594,0.011188421549361838,0.060679252563404854,1.2229491336627945,
18,60,25,SI-DL,0.7984825922407989,0.25416490305590683,0.004164903055906832,0.01665961222362733,0.06299084816245648,,0.9370091518375435
18,60,30,MI-DL,0.7955261032670637,0.2532238233871736,0.0032238233871735855,0.012895293548694342,0.08841588754737957,1.093781380698844,
18,60,30,SI-DL,0.8004005698166515,0.25477541427977957,0.004775414279779566,0.019101657119118265,0.0865455334291656,,0.9134544665708344
19,61,0,MI-DL,0.7855096741128951,0.25003549496314215,3.5494963142146396e-05,0.00014197985256858559,0.004447520795077197,2.063513006890757,
19,61,0,SI-DL,0.7838735744354006,0.24951470826101355,0.00048529173898645417,0.0019411669559458167,0.004545340243723439,,0.9954546597562766
19,61,5,MI-DL,0.792061670503615,0.2521210601885488,0.0021210601885487956,0.008484240754195183,0.010217247575944466,1.8267009024962402,
19,61,5,SI-DL,0.7843247245614089,0.24965831380627504,0.00034168619372496045,0.0013667447748998418,0.007152256799430989,,0.992847743200569
19,61,10,MI-DL,0.7933798996794462,0.2525406655674718,0.0025406655674717893,0.010162662269887157,0.019507709866659704,1.5982733868196934,
19,61,10,SI-DL,0.7845807474135797,0.24973980841121,0.0002601915887900097,0.0010407663551600388,0.01499055982441333,,0.9850094401755867
19,61,15,MI-DL,0.7943694022807156,0.25285563402786043,0.002855634027860432,0.011422536111441728,0.03469611301048027,1.4090382082929995,
19,61,15,SI-DL,0.784625862248506,0.24975416890918056,0.0002458310908194372,0.0009833243632777489,0.02785213565340594,,0.9721478643465941
19,61,20,MI-DL,0.8003373027739493,0.2547552757546178,0.004755275754617816,0.019021103018471264,0.04863045025076054,1.2506052466702604,
19,61,20,SI-DL,0.7844394521217376,0.24969483272294543,0.0003051672770545688,0.0012206691082182752,0.04537907186244916,,0.9546209281375508
19,61,25,MI-DL,0.8062922691066012,0.25665080041019256,0.006650800410192559,0.026603201640770235,0.07100590754967834,1.124612222046137,
19,61,25,SI-DL,0.7839908738402273,0.24955204582121335,0.00044795417878665256,0.0017918167151466102,0.06708931264692464,,0.9329106873530754
19,61,30,MI-DL,0.8028730158537275,0.2555624182964368,0.005562418296436777,0.02224967318574711,0.09173463532027828,1.0232083275131654,
19,61,30,SI-DL,0.7832562267917881,0.24931820040283942,0.0006817995971605817,0.0027271983886423268,0.09240947821263334,,0.9075905217873667
20,62,0,MI-DL,0.7855777622720792,0.2500571680973425,5.7168097342519264e-05,0.00022867238937007706,0.00520873976002488,1.992200372433925,
20,62,0,SI-DL,0.7837393291707423,0.24947197666609944,0.0005280233339005624,0.0021120933356022498,0.005282866797976737,,0.9947171332020233
20,62,5,MI-DL,0.7825841624940929,0.24910427569273186,0.000895724307268142,0.003582897229072568,0.010310472542899083,1.7854734091997697,
20,62,5,SI-DL,0.7828811887735012,0.2491988220939239,0.0008011779060760893,0.003204711624304357,0.007540484764086419,,0.9924595152359136
20,62,10,MI-DL,0.7782269199746803,0.24771732232230248,0.00228267767769752,0.00913071071079008,0.02054288683380778,1.5719953587244682,
20,62,10,SI-DL,0.7821143143251252,0.24895471837554412,0.001045281624455885,0.00418112649782354,0.014268617277888196,,0.9857313827221118
20,62,15,MI-DL,0.7730342981445497,0.24606445945855812,0.003935540541441879,0.015742162165767515,0.03246552752545713,1.4008590084501682,
20,62,15,SI-DL,0.7814320720205483,0.24873755390522445,0.001262446094775549,0.005049784379102196,0.02521715505442479,,0.9747828449455752
20,62,20,MI-DL,0.7924357096316208,0.25224012054081263,0.002240120540812629,0.008960482163250516,0.042454132780544954,1.2703281396932624,
20,62,20,SI-DL,0.7808298242838788,0.24854585249671074,0.0014541475032892603,0.005816590013157041,0.040039159537998414,,0.9599608404620016
20,62,25,MI-DL,0.7721483252594081,0.2457824455303268,0.0042175544696732015,0.016870217878692806,0.06725687128973998,1.166235499950977,
20,62,25,SI-DL,0.7803057151474934,0.24837902337716,0.001620976622839998,0.006483906491359992,0.058313324228499774,,0.9416866757715002
20,62,30,MI-DL,0.7632773526630608,0.24295872725284395,0.0070412727471560466,0.028165090988624186,0.08173243490514918,1.0810834126937783,
20,62,30,SI-DL,0.7798575920675056,0.24823638137057277,0.0017636186294272271,0.0070544745177089085,0.07956868902560021,,0.9204313109743998
21,63,0,MI-DL,0.7859222912898023,0.25016683508976095,0.00016683508976095274,0.000667340359043811,0.006095631477030836,1.9518712424844074,
21,63,0,SI-DL,0.7848479607438438,0.24982486505595314,0.00017513494404686192,0.0007005397761874477,0.006649699458695091,,0.9933503005413049
21,63,5,MI-DL,0.7738668284321292,0.2463294620796421,0.0036705379203579025,0.01468215168143161,0.013125260826967699,1.7528815768868897,
21,63,5,SI-DL,0.7859565604834657,0.25017774331289555,0.0001777433128955508,0.0007109732515822031,0.009276961897697777,,0.9907230381023022
21,63,10,MI-DL,0.7846998800177951,0.24977772949689858,0.00022227050310141827,0.0008890820124056731,0.02328496585540277,1.5746212747217454,
21,63,10,SI-DL,0.7871055236261792,0.25054346964008206,0.0005434696400820616,0.0021738785603282462,0.016840433347098727,,0.9831595666529013
21,63,15,MI-DL,0.7863724681750197,0.2503101308428571,0.0003101308428570815,0.001240523371428326,0.03398120456975359,1.4088510759025565,
21,63,15,SI-DL,0.7883101836857141,0.2509269248465228,0.0009269248465227919,0.0037076993860911678,0.029142075451300542,,0.9708579245486995
21,63,20,MI-DL,0.7865638220264743,0.25037104066553445,0.00037104066553445003,0.0014841626621378001,0.051353092700846495,1.2835349751402338,
21,63,20,SI-DL,0.7895940313769649,0.25133558625900215,0.0013355862590021528,0.005342345036008611,0.04585286938138111,,0.9541471306186189
21,63,25,MI-DL,0.8076665220149502,0.25708823869703684,0.007088238697036842,0.028352954788147366,0.06959927836037037,1.165193284347457,
21,63,25,SI-DL,0.7909808814419987,0.25177703434535703,0.0017770343453570314,0.007108137381428126,0.06653515022830114,,0.9334648497716989
21,63,30,MI-DL,0.7977068816596723,0.25391798670911686,0.003917986709116861,0.015671946836467443,0.08957667096923341,1.0562575871588598,
21,63,30,SI-DL,0.7924684834467929,0.2522505527701899,0.002250552770189873,0.009002211080759492,0.09067073856428931,,0.9093292614357107
22,64,0,MI-DL,0.7843269507637903,0.2496590224285017,0.0003409775714983132,0.0013639102859932528,0.0037720906551872426,2.1017869602243078,
22,64,0,SI-DL,0.785026325179949,0.249881640219309,0.0001183597806909964,0.0004734391227639856,0.005248812027119687,,0.9947511879728803
22,64,5,MI-DL,0.7860193852667395,0.25019774106250897,0.0001977410625089715,0.000790964250035886,0.009875003794445803,1.8336153964964277,
22,64,5,SI-DL,0.7844727364592153,0.24970542745661967,0.0002945725433803337,0.0011782901735213347,0.00811964635944451,,0.9918803536405555
22,64,10,MI-DL,0.7800066094772403,0.24828381508530484,0.0017161849146951624,0.00686473965878065,0.01998814330811378,1.6092125829988433,
22,64,10,SI-DL,0.7839613980843846,0.24954266339672587,0.00045733660327412773,0.001829346413096511,0.0163290045003055,,0.9836709954996945
22,64,15,MI-DL,0.7892025391632845,0.2512109704170237,0.0012109704170237268,0.004843881668094907,0.03388213356351692,1.4414236102092737,
22,64,15,SI-DL,0.7834791733244875,0.24938916648828802,0.0006108335117119834,0.0024433340468479336,0.029579418498064225,,0.9704205815019358
22,64,20,MI-DL,0.7871645604419433,0.2505622616421886,0.0005622616421885884,0.0022490465687543537,0.04758017066235508,1.2947258101209131,
22,64,20,SI-DL,0.7830069465183828,0.24923885202738388,0.0007611479726161163,0.0030445918904644653,0.047433891004080686,,0.9525661089959193
22,64,25,MI-DL,0.7858168961458566,0.2501332867734873,0.00013328677348728446,0.0005331470939491378,0.07001296717359605,1.1636811544951584,
22,64,25,SI-DL,0.7825219136867251,0.24908446128194353,0.0009155387180564689,0.0036621548722258757,0.06934821048083084,,0.9306517895191692
22,64,30,MI-DL,0.7925253852995702,0.25226866519247104,0.002268665192471042,0.009074660769884169,0.09286207921716942,1.0577010665641602,
22,64,30,SI-DL,0.781993601983192,0.24891629444372237,0.0010837055562776254,0.004334822225110502,0.09470771216487317,,0.9052922878351268
23,65,0,MI-DL,0.7838530163961758,0.24950816443388774,0.0004918355661122642,0.001967342264449057,0.006000176167919173,1.9641539707737783,
23,65,0,SI-DL,0.7867673620501047,0.25043582946729004,0.0004358294672900387,0.0017433178691601547,0.006734970649221572,,0.9932650293507784
23,65,5,MI-DL,0.7753843789858926,0.2468125134236887,0.0031874865763112936,0.012749946305245174,0.012069811177000523,1.7605180207533824,
23,65,5,SI-DL,0.7867165309888914,0.2504196494379807,0.00041964943798067367,0.0016785977519226947,0.009858256683278666,,0.9901417433167213
23,65,10,MI-DL,0.7798892470643648,0.24824645746902016,0.0017535425309798403,0.007014170123919361,0.022337153257883036,1.552322764711116,
23,65,10,SI-DL,0.786591654329799,0.25037989996283794,0.00037989996283793737,0.0015195998513517495,0.018293415149143955,,0.981706584850856
23,65,15,MI-DL,0.7893805611243818,0.2512676365671988,0.0012676365671988044,0.005070546268795217,0.038212232402925164,1.3718860601085785,
23,65,15,SI-DL,0.7863756623897553,0.250311147592986,0.00031114759298600525,0.001244590371944021,0.031709392906298595,,0.9682906070937014
23,65,20,MI-DL,0.7819602657651141,0.2489056831959402,0.0010943168040598028,0.004377267216239211,0.053475256340308565,1.2381554741984413,
23,65,20,SI-DL,0.7860645223886528,0.2502121086546478,0.00021210865464782458,0.0008484346185912983,0.049641496454061684,,0.9503585035459383
23,65,25,MI-DL,0.7961974893402007,0.2534375322116992,0.003437532211699179,0.013750128846796716,0.0709169783247463,1.116513522698031,
23,65,25,SI-DL,0.7856446121146943,0.2500784470631367,7.844706313669958e-05,0.0003137882525467983,0.07152578615715321,,0.9284742138428468
23,65,30,MI-DL,0.7871209364844666,0.2505483757052493,0.0005483757052492932,0.002193502820997173,0.09743529251018165,1.0278524287552298,
23,65,30,SI-DL,0.7850978277434538,0.2499044001921601,9.559980783990785e-05,0.0003823992313596314,0.09673676941816045,,0.9032632305818395
24,66,0,MI-DL,0.7838714671687429,0.24951403749720358,0.00048596250279642206,0.0019438500111856882,0.004683063128284427,2.042226685794417,
24,66,0,SI-DL,0.7846722751282991,0.24976894258766497,0.00023105741233503396,0.0009242296493401359,0.0059108008488719666,,0.994089199151128
24,66,5,MI-DL,0.7895270049962785,0.25131425109939454,0.0013142510993945367,0.005257004397578147,0.009994006667439765,1.8228417903260485,
24,66,5,SI-DL,0.7818446214117978,0.24886887245499828,0.00113112754500172,0.00452451018000688,0.00857833956130638,,0.9914216604386936
24,66,10,MI-DL,0.7799790509093861,0.2482750429207078,0.0017249570792922109,0.0068998283171688435,0.016430229358379143,1.6184896783913327,
24,66,10,SI-DL,0.7790491980295523,0.2479790615563602,0.0020209384436397915,0.008083753774559166,0.016063383464259062,,0.9839366165357409
24,66,15,MI-DL,0.7832062831643309,0.24930230285246793,0.000697697147532067,0.002790788590128268,0.03154081269092385,1.4389048081158862,
24,66,15,SI-DL,0.7764223274246743,0.24714290267310193,0.002857097326898067,0.011428389307592268,0.028095110924362898,,0.9719048890756371
24,66,20,MI-DL,0.7795495273432127,0.24813832132324587,0.0018616786767541305,0.007446714707016522,0.0454202929158315,1.2877124770251367,
24,66,20,SI-DL,0.7740348421150635,0.24638294249593423,0.003617057504065768,0.014468230016263073,0.04428694483589757,,0.9557130551641024
24,66,25,MI-DL,0.7555047950481948,0.240484645323099,0.009515354676901011,0.038061418707604044,0.06562473440472569,1.129173714239463,
24,66,25,SI-DL,0.7718950484524113,0.24570182501871865,0.00429817498128135,0.0171926999251254,0.06416171117992242,,0.9358382888200776
24,66,30,MI-DL,0.753393631618296,0.23981264113201253,0.010187358867987467,0.04074943547194987,0.09726775906366464,1.0364178508225175,
24,66,30,SI-DL,0.7699794811966669,0.24509208102356525,0.00490791897643475,0.019631675905739,0.08718114335727001,,0.91281885664273
25,67,0,MI-DL,0.7851167162483136,0.2499104125899922,8.958741000780757e-05,0.00035834964003123027,0.00357804416661951,2.0293769612637096,
25,67,0,SI-DL,0.7853690030401301,0.24999071796998099,9.282030019014398e-06,3.712812007605759e-05,0.005756146308512733,,0.9942438536914873
25,67,5,MI-DL,0.7830335169203062,0.249247309648996,0.0007526903510040039,0.0030107614040160158,0.00999101136680247,1.7956863181372977,
25,67,5,SI-DL,0.7832225300724039,0.24930747440392748,0.0006925255960725241,0.0027701023842900963,0.007814207428412434,,0.9921857925715876
25,67,10,MI-DL,0.7857755033340009,0.2501201110322567,0.00012011103225667563,0.0004804441290267025,0.01963078038682658,1.5836551306182107,
25,67,10,SI-DL,0.7814825508144602,0.24875362180436925,0.001246378195630754,0.004985512782523016,0.01454446447856117,,0.9854555355214388
25,67,15,MI-DL,0.7787529866077629,0.2478847745324041,0.002115225467595905,0.00846090187038362,0.033493424562975674,1.4106253137779179,
25,67,15,SI-DL,0.7801355131293389,0.248324846392133,0.0016751536078669915,0.006700614431467966,0.02578160245733474,,0.9742183975426653
25,67,20,MI-DL,0.782053469450523,0.2489353508504346,0.0010646491495653887,0.004258596598261555,0.0453402219781567,1.2908116001839174,
25,67,20,SI-DL,0.7791349813181884,0.24800636722520242,0.0019936327747975824,0.00797453109919033,0.041232481490309225,,0.9587675185096908
25,67,25,MI-DL,0.7547907473485546,0.2402573568810967,0.0097426431189033,0.0389705724756132,0.06790612642398687,1.155541930986665,
25,67,25,SI-DL,0.7784237113728417,0.2477799629698532,0.0022200370301468098,0.008880148120587239,0.06049616630111021,,0.9395038336988898
25,67,30,MI-DL,0.7935163719759374,0.2525841060486351,0.0025841060486351264,0.010336424194540506,0.08464561055468316,1.043442322647488,
25,67,30,SI-DL,0.7779437596507771,0.24762718959182908,0.0023728104081709167,0.009491241632683667,0.08309052574522191,,0.9169094742547781
26,68,0,MI-DL,0.7860614351432722,0.25021112595392214,0.00021112595392214217,0.0008445038156885687,0.006020389329612201,1.9729885178473268,
26,68,0,SI-DL,0.7855261438044316,0.25004073742878064,4.073742878063502e-05,0.00016294971512254008,0.00805904097969401,,0.991940959020306
26,68,5,MI-DL,0.7940127219627273,0.2527420991564376,0.002742099156437583,0.010968396625750332,0.01285450544088927,1.7530667951644254,
26,68,5,SI-DL,0.7875549881823309,0.25068653865179436,0.000686538651794355,0.00274615460717742,0.010684136926276011,,0.989315863073724
26,68,10,MI-DL,0.7913162655737325,0.2518837904301571,0.001883790430157073,0.007535161720628292,0.021738499697135993,1.579590147844237,
26,68,10,SI-DL,0.7896781160792113,0.25136235125100403,0.0013623512510040348,0.005449405004016139,0.01844006077258642,,0.9815599392274136
26,68,15,MI-DL,0.7885148511144865,0.25099207251248085,0.000992072512480846,0.003968290049923384,0.03590048336665873,1.4079700078718096,
26,68,15,SI-DL,0.7918459943335557,0.2520524083314047,0.002052408331404687,0.008209633325618748,0.031181532075100327,,0.9688184679248997
26,68,20,MI-DL,0.7933172807298932,0.2525207333367666,0.002520733336766612,0.010082933347066447,0.05092643471099693,1.2670934715459348,
26,68,20,SI-DL,0.7939981352993728,0.25273745607728537,0.0027374560772853718,0.010949824309141487,0.04861564193872148,,0.9513843580612785
26,68,25,MI-DL,0.7867842886596738,0.25044121737445546,0.0004412173744554604,0.0017648694978218415,0.07576412453098061,1.1551874942160358,
26,68,25,SI-DL,0.7960773918747948,0.25339930400115485,0.003399304001154846,0.013597216004619384,0.07032128506034963,,0.9296787149396504
26,68,30,MI-DL,0.7844961542240875,0.24971288156269078,0.0002871184373092195,0.001148473749236878,0.10062713277739468,1.0453817911160153,
26,68,30,SI-DL,0.7980423825153969,0.2540247799483171,0.004024779948317125,0.0160991197932685,0.0957767891257929,,0.9042232108742071
27,69,0,MI-DL,0.7796677274294932,0.2481759455792567,0.001824054420743293,0.007296217682973172,0.004993606759703024,1.9912698714792603,
27,69,0,SI-DL,0.7863662037706326,0.2503081368210096,0.00030813682100960804,0.0012325472840384322,0.0058521159203871465,,0.9941478840796129
27,69,5,MI-DL,0.784146556693122,0.24960160121239905,0.00039839878760095093,0.0015935951504038037,0.010952055328173766,1.8078197456730605,
27,69,5,SI-DL,0.7848139965195876,0.24981405390759584,0.00018594609240416005,0.0007437843696166402,0.008102726530580084,,0.9918972734694199
27,69,10,MI-DL,0.7777761460590941,0.2475738365285376,0.002426163471462406,0.009704653885849623,0.019421897037613774,1.609344238188525,
27,69,10,SI-DL,0.7834565361089008,0.2493819608387711,0.000618039161228906,0.002472156644915624,0.0152653635249973,,0.9847346364750027
27,69,15,MI-DL,0.7857696613767715,0.2501182514795159,0.0001182514795158851,0.0004730059180635404,0.0327251797273757,1.431113930077566,
27,69,15,SI-DL,0.7822771389066618,0.24900654704956093,0.0009934529504390666,0.003973811801756266,0.027039432271940722,,0.9729605677280593
27,69,20,MI-DL,0.7765265081902742,0.2471760644407426,0.00282393555925739,0.01129574223702956,0.05283033365512533,1.26785686580343,
27,69,20,SI-DL,0.7812484108236805,0.24867909273055308,0.0013209072694469193,0.005283629077787677,0.04300910838168903,,0.956990891618311
27,69,25,MI-DL,0.779457086074041,0.24810889635337713,0.0018911036466228714,0.007564414586491486,0.06933939847780761,1.131000365052004,
27,69,25,SI-DL,0.7803403523568276,0.24839004874332093,0.0016099512566790652,0.006439805026716261,0.06267273810891894,,0.9373272618910811
27,69,30,MI-DL,0.7715282700324984,0.24558507582162148,0.004414924178378521,0.017659696713514084,0.09349367638652198,1.0262869302208797,
27,69,30,SI-DL,0.7795273489230725,0.2481312617128553,0.0018687382871447056,0.007474953148578822,0.08547483266431255,,0.9145251673356874
28,70,0,MI-DL,0.788847233999668,0.25109787327083244,0.001097873270832439,0.004391493083329756,0.0048564250452220415,2.011742489606271,
28,70,0,SI-DL,0.7849361697458446,0.2498529428533404,0.00014705714665960712,0.0005882285866384285,0.005558071922602159,,0.9944419280773978
28,70,5,MI-DL,0.7912717792604052,0.2518696299968251,0.0018696299968251062,0.007478519987300425,0.010498704428241029,1.8411269191823392,
28,70,5,SI-DL,0.7868946967390773,0.2504763613576442,0.00047636135764417276,0.001905445430576691,0.008114190520451148,,0.9918858094795489
28,70,10,MI-DL,0.7944962713419954,0.25289601770431663,0.0028960177043166335,0.011584070817266534,0.01932393832211968,1.6204305090483029,
28,70,10,SI-DL,0.7889381391308634,0.25112680927279674,0.001126809272796736,0.004507237091186944,0.015250579109268081,,0.9847494208907319
28,70,15,MI-DL,0.7917472420213735,0.25202097449415356,0.00202097449415356,0.00808389797661424,0.030221725274146526,1.4641877635961213,
28,70,15,SI-DL,0.791073807532017,0.25180661363849427,0.00180661363849427,0.00722645455397708,0.026663579678325333,,0.9733364203216747
28,70,20,MI-DL,0.7951451112268489,0.2531025498542159,0.0031025498542158747,0.012410199416863499,0.04528009410399856,1.3108260423333569,
28,70,20,SI-DL,0.7932942487257449,0.2525134020221476,0.002513402022147615,0.01005360808859046,0.041955863444807284,,0.9580441365551927
28,70,25,MI-DL,0.8072780589702211,0.25696458706948255,0.006964587069482553,0.02785834827793021,0.06212525309164268,1.1779134164183098,
28,70,25,SI-DL,0.7955886281066059,0.2532437256617319,0.003243725661731922,0.012974902646927688,0.060662177484986035,,0.939337822515014
28,70,30,MI-DL,0.8092996955998418,0.2576080939949621,0.007608093994962095,0.03043237597984838,0.08310084327294139,1.077827984274501,
28,70,30,SI-DL,0.7979450296275098,0.25399379156165414,0.003993791561654136,0.015975166246616546,0.08227618915312462,,0.9177238108468754
