U,nu,x,y,u,v,u_over_U,v_over_U,known_eta,u_over_U_clean,u_over_U_noisy,noise,MI-DL_pi1,SI-DL_pi1,Known Blasius_pi1
0.01,1e-06,0.014655172413793105,0.0008433265621364984,0.0020356475679880544,3.2732952741276874e-05,0.20356475679880542,0.0032732952741276874,0.6966270167827425,0.20356475679880542,0.20143367256917277,-0.002131084229632654,0.7682699497233033,0.7256161169701189,0.6966270167827425
0.01,1e-06,0.014655172413793105,0.0012149898432047476,0.003041940636591075,6.805030515407773e-05,0.3041940636591075,0.006805030515407773,1.003638196511662,0.3041940636591075,0.33204430078579417,0.02785023712668668,1.106854957098045,1.0454031116378695,1.003638196511662
0.01,1e-06,0.014655172413793105,0.0015866531242729968,0.004026397548255221,0.00011506957905438934,0.40263975482552206,0.011506957905438934,1.3106493762405818,0.40263975482552206,0.38750200460762685,-0.015137750217895193,1.4454399644727867,1.3651901063056204,1.310649376240582
0.01,1e-06,0.014655172413793105,0.0019583164053412457,0.0049736168461330795,0.00017230236507834867,0.49736168461330793,0.017230236507834867,1.617660555969501,0.49736168461330793,0.45597210034478847,-0.041389584268519464,1.7840249718475283,1.684977100973371,1.6176605559695014
0.01,1e-06,0.014655172413793105,0.002329979686409495,0.005865932053487795,0.00023751048951702096,0.5865932053487795,0.023751048951702096,1.9246717356984206,0.5865932053487795,0.5926875432886943,0.006094337939914836,2.122609979222269,2.0047640956411206,1.92467173569842
0.01,1e-06,0.014655172413793105,0.002701642967477744,0.006685392067380906,0.00030776164444663563,0.6685392067380905,0.03077616444466356,2.2316829154273403,0.6685392067380905,0.6917687506758329,0.0232295439377423,2.4611949865970115,2.324551090308872,2.2316829154273408
0.01,1e-06,0.014655172413793105,0.0030733062485459933,0.007416090434733588,0.0003796445937214867,0.7416090434733588,0.037964459372148665,2.5386940951562598,0.7416090434733588,0.7312882540526652,-0.010320789420693642,2.799779993971753,2.644338084976623,2.53869409515626
0.01,1e-06,0.014655172413793105,0.0034449695296142426,0.008046428618917283,0.00044962420993744886,0.8046428618917283,0.04496242099374489,2.8457052748851797,0.8046428618917283,0.7773142656810724,-0.027328596210655875,3.138365001346494,2.9641250796443726,2.845705274885179
0.01,1e-06,0.014655172413793105,0.0038166328106824915,0.008570814250814606,0.0005144694945093811,0.8570814250814607,0.051446949450938105,3.1527164546140987,0.8570814250814607,0.8410034198827886,-0.016078005198672134,3.476950008721234,3.283912074312122,3.1527164546140973
0.01,1e-06,0.014655172413793105,0.004188296091750741,0.008990375832042602,0.0005716546245927243,0.8990375832042602,0.05716546245927243,3.4597276343430186,0.8990375832042602,0.9055353395166824,0.006497756312422262,3.815535016095977,3.603699068979874,3.459727634343018
0.01,1e-06,0.014655172413793105,0.004559959372818991,0.009312518368189096,0.0006196323149612732,0.9312518368189096,0.06196323149612731,3.7667388140719384,0.9312518368189096,0.9228254637106593,-0.008426373108250274,4.1541200234707185,3.9234860636476245,3.7667388140719376
0.01,1e-06,0.014655172413793105,0.00493162265388724,0.009549465829085576,0.0006579152838731377,0.9549465829085576,0.06579152838731377,4.073749993800858,0.9549465829085576,0.9555816735696656,0.0006350906611080049,4.492705030845461,4.243273058315376,4.073749993800858
0.01,1e-06,0.014655172413793105,0.0053032859349554885,0.009716204934329963,0.0006869613095552479,0.9716204934329963,0.06869613095552479,4.380761173529778,0.9716204934329963,0.9362892184746696,-0.035331274958326685,4.831290038220202,4.563060052983126,4.380761173529777
0.01,1e-06,0.014655172413793105,0.005674949216023738,0.009828352944206262,0.0007079142374712752,0.9828352944206262,0.07079142374712752,4.687772353258698,0.9828352944206262,0.9750367958851204,-0.007798498535505879,5.169875045594946,4.882847047650879,4.6877723532586995
