theta1,theta2,theta1_over_pi,theta2_over_pi,S_cov
3.0159289474462017,0.25132741228718347,0.9600000000000001,0.08,0.9740989046299331
3.0787608005179976,0.25132741228718347,0.9800000000000001,0.08,0.9669981305345483
3.141592653589793,0.25132741228718347,1.0,0.08,0.9543353627609198
0.0,0.3141592653589793,0.0,0.1,0.9640514675109654
0.06283185307179587,0.3141592653589793,0.02,0.1,0.9495313818049184
0.12566370614359174,0.3141592653589793,0.04,0.1,0.9223313799812317
0.1884955592153876,0.3141592653589793,0.060000000000000005,0.1,0.8644250455607129
0.25132741228718347,0.3141592653589793,0.08,0.1,0.7266507212874146
0.3141592653589793,0.3141592653589793,0.1,0.1,0.5789352382381755
0.3769911184307752,0.3141592653589793,0.12000000000000001,0.1,0.7164960634692479
0.4398229715025711,0.3141592653589793,0.14,0.1,0.838699295576735
0.5026548245743669,0.3141592653589793,0.16,0.1,0.8940392657376672
0.5654866776461628,0.3141592653589793,0.18,0.1,0.9225617286028622
0.6283185307179586,0.3141592653589793,0.2,0.1,0.9391795563061505
0.6911503837897546,0.3141592653589793,0.22000000000000003,0.1,0.9497437626804355
0.7539822368615504,0.3141592653589793,0.24000000000000002,0.1,0.9569300357928012
0.8168140899333463,0.3141592653589793,0.26,0.1,0.9620877179893059
0.8796459430051422,0.3141592653589793,0.28,0.1,0.9659501679161747
0.942477796076938,0.3141592653589793,0.30000000000000004,0.1,0.9689429143494808
1.0053096491487339,0.3141592653589793,0.32,0.1,0.9713273273439167
1.0681415022205298,0.3141592653589793,0.3400000000000001,0.1,0.9732719380956515
1.1309733552923256,0.3141592653589793,0.36,0.1,0.9748904237316246
1.1938052083641215,0.3141592653589793,0.38000000000000006,0.1,0.9762640403701636
1.2566370614359172,0.3141592653589793,0.4,0.1,0.9774574828517134
1.3194689145077132,0.3141592653589793,0.42000000000000004,0.1,0.978532893939356
1.3823007675795091,0.3141592653589793,0.44000000000000006,0.1,0.9795724553109482
1.4451326206513049,0.3141592653589793,0.46,0.1,0.9807697428383906
1.5079644737231008,0.3141592653589793,0.48000000000000004,0.1,0.9828867417987359
1.5707963267948968,0.3141592653589793,0.5000000000000001,0.1,0.9868296073957326
1.6336281798666925,0.3141592653589793,0.52,0.1,0.9846292776882556
1.6964600329384885,0.3141592653589793,0.54,0.1,0.9838228184714909
1.7592918860102844,0.3141592653589793,0.56,0.1,0.9837854275109794
1.8221237390820801,0.3141592653589793,0.5800000000000001,0.1,0.9839544450562505
1.884955592153876,0.3141592653589793,0.6000000000000001,0.1,0.9841955777886284
1.9477874452256718,0.3141592653589793,0.62,0.1,0.9844588750415743
2.0106192982974678,0.3141592653589793,0.64,0.1,0.9847218163679347
2.0734511513692637,0.3141592653589793,0.66,0.1,0.9849746396135662
2.1362830044410597,0.3141592653589793,0.6800000000000002,0.1,0.9852117353315308
2.199114857512855,0.3141592653589793,0.7,0.1,0.9854282070942125
2.261946710584651,0.3141592653589793,0.72,0.1,0.9856189998293213
2.324778563656447,0.3141592653589793,0.7400000000000001,0.1,0.9857785199628785
2.387610416728243,0.3141592653589793,0.7600000000000001,0.1,0.9858998864427114
2.450442269800039,0.3141592653589793,0.7800000000000001,0.1,0.9859738194895219
2.5132741228718345,0.3141592653589793,0.8,0.1,0.9859871640562909
2.5761059759436304,0.3141592653589793,0.8200000000000001,0.1,0.9859208320803886
2.6389378290154264,0.3141592653589793,0.8400000000000001,0.1,0.9857467951026748
2.7017696820872223,0.3141592653589793,0.8600000000000001,0.1,0.9854234021392732
2.7646015351590183,0.3141592653589793,0.8800000000000001,0.1,0.984887689995637
2.8274333882308142,0.3141592653589793,0.9000000000000001,0.1,0.984042285575959
2.8902652413026098,0.3141592653589793,0.92,0.1,0.9827323950131103
2.9530970943744057,0.3141592653589793,0.9400000000000001,0.1,0.9807034866118366
3.0159289474462017,0.3141592653589793,0.9600000000000001,0.1,0.9775051676656934
3.0787608005179976,0.3141592653589793,0.9800000000000001,0.1,0.9724415347677863
3.141592653589793,0.3141592653589793,1.0,0.1,0.9640514675109654
0.0,0.3769911184307752,0.0,0.12000000000000001,0.9696793251708705
0.06283185307179587,0.3769911184307752,0.02,0.12000000000000001,0.9599121385163806
0.12566370614359174,0.3769911184307752,0.04,0.12000000000000001,0.9436241935642173
0.1884955592153876,0.3769911184307752,0.060000000000000005,0.12000000000000001,0.9133961782671677
0.25132741228718347,0.3769911184307752,0.08,0.12000000000000001,0.8516775492556113
0.3141592653589793,0.3769911184307752,0.1,0.12000000000000001,0.7164960634692479
0.3769911184307752,0.3769911184307752,0.12000000000000001,0.12000000000000001,0.5911489515962001
0.4398229715025711,0.3769911184307752,0.14,0.12000000000000001,0.7087468117981899
0.5026548245743669,0.3769911184307752,0.16,0.12000000000000001,0.8263878478350588
0.5654866776461628,0.3769911184307752,0.18,0.12000000000000001,0.8844303342794023
0.6283185307179586,0.3769911184307752,0.2,0.12000000000000001,0.9154488396369019
0.6911503837897546,0.3769911184307752,0.22000000000000003,0.12000000000000001,0.9338400635707642
0.7539822368615504,0.3769911184307752,0.24000000000000002,0.12000000000000001,0.9456539082881673
0.8168140899333463,0.3769911184307752,0.26,0.12000000000000001,0.9537411988964958
0.8796459430051422,0.3769911184307752,0.28,0.12000000000000001,0.9595693052176506
0.942477796076938,0.3769911184307752,0.30000000000000004,0.12000000000000001,0.9639462671021284
1.0053096491487339,0.3769911184307752,0.32,0.12000000000000001,0.9673446328770461
1.0681415022205298,0.3769911184307752,0.3400000000000001,0.12000000000000001,0.9700562174547839
1.1309733552923256,0.3769911184307752,0.36,0.12000000000000001,0.9722704195583034
1.1938052083641215,0.3769911184307752,0.38000000000000006,0.12000000000000001,0.9741170907976192
1.2566370614359172,0.3769911184307752,0.4,0.12000000000000001,0.9756933709371953
1.3194689145077132,0.3769911184307752,0.42000000000000004,0.12000000000000001,0.9770837515729969
1.3823007675795091,0.3769911184307752,0.44000000000000006,0.12000000000000001,0.9783862419592869
1.4451326206513049,0.3769911184307752,0.46,0.12000000000000001,0.9798054140938883
1.5079644737231008,0.3769911184307752,0.48000000000000004,0.12000000000000001,0.9821096549820264
1.5707963267948968,0.3769911184307752,0.5000000000000001,0.12000000000000001,0.9862112341577747
1.6336281798666925,0.3769911184307752,0.52,0.12000000000000001,0.9841706055806704
1.6964600329384885,0.3769911184307752,0.54,0.12000000000000001,0.9834910047698392
1.7592918860102844,0.3769911184307752,0.56,0.12000000000000001,0.9835631851400966
1.8221237390820801,0.3769911184307752,0.5800000000000001,0.12000000000000001,0.9838294816858062
1.884955592153876,0.3769911184307752,0.6000000000000001,0.12000000000000001,0.984157561031684
1.9477874452256718,0.3769911184307752,0.62,0.12000000000000001,0.9844986676362875
2.0106192982974678,0.3769911184307752,0.64,0.12000000000000001,0.9848314826167719
2.0734511513692637,0.3769911184307752,0.66,0.12000000000000001,0.9851472511655363
2.1362830044410597,0.3769911184307752,0.6800000000000002,0.12000000000000001,0.9854412733584474
2.199114857512855,0.3769911184307752,0.7,0.12000000000000001,0.9857094625824432
2.261946710584651,0.3769911184307752,0.72,0.12000000000000001,0.9859475359823665
2.324778563656447,0.3769911184307752,0.7400000000000001,0.12000000000000001,0.9861506154110516
2.387610416728243,0.3769911184307752,0.7600000000000001,0.12000000000000001,0.9863126045046313
2.450442269800039,0.3769911184307752,0.7800000000000001,0.12000000000000001,0.9864252598473978
2.5132741228718345,0.3769911184307752,0.8,0.12000000000000001,0.9864769962885513
2.5761059759436304,0.3769911184307752,0.8200000000000001,0.12000000000000001,0.986451260519924
2.6389378290154264,0.3769911184307752,0.8400000000000001,0.12000000000000001,0.9863242229929058
2.7017696820872223,0.3769911184307752,0.8600000000000001,0.12000000000000001,0.9860612906151398
2.7646015351590183,0.3769911184307752,0.8800000000000001,0.12000000000000001,0.9856115852925316
2.8274333882308142,0.3769911184307752,0.9000000000000001,0.12000000000000001,0.9848988367630416
2.8902652413026098,0.3769911184307752,0.92,0.12000000000000001,0.9838060916925934
2.9530970943744057,0.3769911184307752,0.9400000000000001,0.12000000000000001,0.9821483230832426
3.0159289474462017,0.3769911184307752,0.9600000000000001,0.12000000000000001,0.9796078394507227
3.0787608005179976,0.3769911184307752,0.9800000000000001,0.12000000000000001,0.9757415369720803
3.141592653589793,0.3769911184307752,1.0,0.12000000000000001,0.9696793251708703
0.0,0.4398229715025711,0.0,0.14,0.9732170720289296
0.06283185307179587,0.4398229715025711,0.02,0.14,0.9660925385894088
0.12566370614359174,0.4398229715025711,0.04,0.14,0.9552149383638244
0.1884955592153876,0.4398229715025711,0.060000000000000005,0.14,0.9369315755140578
0.25132741228718347,0.4398229715025711,0.08,0.14,0.9038282656884
0.3141592653589793,0.4398229715025711,0.1,0.14,0.8386992955767352
0.3769911184307752,0.4398229715025711,0.12000000000000001,0.14,0.7087468117981899
0.4398229715025711,0.4398229715025711,0.14,0.14,0.6043436568516548
0.5026548245743669,0.4398229715025711,0.16,0.14,0.7027035549502451
0.5654866776461628,0.4398229715025711,0.18,0.14,0.8155540221816988
0.6283185307179586,0.4398229715025711,0.2,0.14,0.8755342859500785
0.6911503837897546,0.4398229715025711,0.22000000000000003,0.14,0.9087236985820303
