basis_direction_1_coef,basis_direction_2_coef,S_cov
-0.6133333333333333,-0.9583333333333333,0.6328092115709708
-0.575,-0.9583333333333333,0.6261008848176933
-0.5366666666666666,-0.9583333333333333,0.6191720769022443
-0.4983333333333333,-0.9583333333333333,0.6117498414271396
-0.45999999999999996,-0.9583333333333333,0.604200935619949
-0.42166666666666663,-0.9583333333333333,0.5970808777818921
-0.3833333333333333,-0.9583333333333333,0.5899165280208297
-0.345,-0.9583333333333333,0.5828213279002198
-0.30666666666666664,-0.9583333333333333,0.5762530571322265
-0.2683333333333333,-0.9583333333333333,0.5669169468775956
-0.22999999999999998,-0.9583333333333333,0.5483853714681686
-0.19166666666666665,-0.9583333333333333,0.5192679273037094
-0.15333333333333332,-0.9583333333333333,0.47869508169088454
-0.11499999999999999,-0.9583333333333333,0.42522489966549964
-0.07666666666666666,-0.9583333333333333,0.359648400825322
-0.03833333333333333,-0.9583333333333333,0.2800041072139639
0.0,-0.9583333333333333,0.19272366742584887
0.03833333333333333,-0.9583333333333333,0.16720777466092213
0.07666666666666666,-0.9583333333333333,0.15004129494670357
0.11499999999999999,-0.9583333333333333,0.13672761737946815
0.15333333333333332,-0.9583333333333333,0.13065601725306653
0.19166666666666665,-0.9583333333333333,0.13353549128010858
0.22999999999999998,-0.9583333333333333,0.14371111640789902
0.2683333333333333,-0.9583333333333333,0.1629513540455715
0.30666666666666664,-0.9583333333333333,0.188461198295706
0.345,-0.9583333333333333,0.21427063786977454
0.3833333333333333,-0.9583333333333333,0.24056295372611253
0.42166666666666663,-0.9583333333333333,0.2665000949600863
0.45999999999999996,-0.9583333333333333,0.2910588031396613
0.4983333333333333,-0.9583333333333333,0.31435767696496786
0.5366666666666666,-0.9583333333333333,0.3362891532135527
0.575,-0.9583333333333333,0.3568732102128508
0.6133333333333333,-0.9583333333333333,0.3762357081411549
0.6516666666666666,-0.9583333333333333,0.3945860181232912
0.69,-0.9583333333333333,0.41181066189957244
0.7283333333333333,-0.9583333333333333,0.4277264113298822
0.7666666666666666,-0.9583333333333333,0.442359384914816
0.8049999999999999,-0.9583333333333333,0.45606092571575985
0.8433333333333333,-0.9583333333333333,0.46909423305901515
0.8816666666666664,-0.9583333333333333,0.48145426889791987
0.9199999999999999,-0.9583333333333333,0.4930503269357083
0.9583333333333335,-0.9583333333333333,0.5038415562872103
0.9966666666666666,-0.9583333333333333,0.5138574084024716
1.0349999999999997,-0.9583333333333333,0.5231756317161518
1.0733333333333333,-0.9583333333333333,0.5318844130641962
1.1116666666666668,-0.9583333333333333,0.5400527957005595
1.15,-0.9583333333333333,0.5477251025084177
-1.15,-0.9199999999999999,0.6992617152810551
-1.1116666666666666,-0.9199999999999999,0.6963599237717859
-1.0733333333333333,-0.9199999999999999,0.6932747610544201
-1.035,-0.9199999999999999,0.690000303531895
-0.9966666666666666,-0.9199999999999999,0.6865247557919432
-0.9583333333333333,-0.9199999999999999,0.6828275930385299
-0.9199999999999999,-0.9199999999999999,0.6788822110436632
-0.8816666666666666,-0.9199999999999999,0.6746667372299678
-0.8433333333333333,-0.9199999999999999,0.6701734779607138
-0.8049999999999999,-0.9199999999999999,0.6654055732711065
-0.7666666666666666,-0.9199999999999999,0.6603673262233593
-0.7283333333333333,-0.9199999999999999,0.6550459366397342
-0.69,-0.9199999999999999,0.6493985519643927
-0.6516666666666666,-0.9199999999999999,0.6433923319537795
-0.6133333333333333,-0.9199999999999999,0.6370637754680638
-0.575,-0.9199999999999999,0.6303315087849185
-0.5366666666666666,-0.9199999999999999,0.6232441390719266
-0.4983333333333333,-0.9199999999999999,0.6158419108912967
-0.45999999999999996,-0.9199999999999999,0.6079371962964609
-0.42166666666666663,-0.9199999999999999,0.6002903072327883
-0.3833333333333333,-0.9199999999999999,0.5929344342812098
-0.345,-0.9199999999999999,0.5854105212598555
-0.30666666666666664,-0.9199999999999999,0.5784936736711646
-0.2683333333333333,-0.9199999999999999,0.5702578370367721
-0.22999999999999998,-0.9199999999999999,0.5541562307448544
-0.19166666666666665,-0.9199999999999999,0.5262676011045797
-0.15333333333333332,-0.9199999999999999,0.4863449782711887
-0.11499999999999999,-0.9199999999999999,0.4324544549978957
-0.07666666666666666,-0.9199999999999999,0.3657047334995083
-0.03833333333333333,-0.9199999999999999,0.2835789506234392
0.0,-0.9199999999999999,0.19272366742584887
0.03833333333333333,-0.9199999999999999,0.16636773467564658
0.07666666666666666,-0.9199999999999999,0.14873424719305764
0.11499999999999999,-0.9199999999999999,0.13549533996320742
0.15333333333333332,-0.9199999999999999,0.13064189942270338
0.19166666666666665,-0.9199999999999999,0.1349807003732333
0.22999999999999998,-0.9199999999999999,0.14782657242860744
0.2683333333333333,-0.9199999999999999,0.17020298227140016
