seed,search_objective,full_mutual_information,formula
42,-1.6461065716808596,2.9438513738735965,"pi1: u^0.6206 * rho^0.6206 * D^1.0000 * k_s^-0.3794 * mu^-0.6206
pi2: u^1.0000 * rho^1.0000 * D^0.2766 * k_s^0.7234 * mu^-1.0000"
0,-1.6422937437258707,2.9300926719984925,"pi1: u^0.5806 * rho^0.5806 * D^1.0000 * k_s^-0.4194 * mu^-0.5806
pi2: u^1.0000 * rho^1.0000 * D^0.3685 * k_s^0.6315 * mu^-1.0000"
