eta1,eta2,Cf,Re,relative_roughness
9.18398003878966,4.3936024555174376,0.4142728155016403,17042.20988521891,0.0125737170208938
10.030632458132718,14.127448575752473,0.3129541289811149,14075.135720872524,7.211799559087837e-07
9.436531887373283,10.602641553867967,0.3236424504278426,10941.75933954286,2.47449089126859e-05
7.822903412745354,15.406796061909843,0.46593248417557,1029.8621167344888,1.9811239184350146e-07
8.880163936541855,4.069981404120091,0.4393883380003854,12606.217187752767,0.0173796834134636
11.775731325486188,15.274426336572782,0.2539297996233746,86432.45816235682,2.2954301851229457e-07
8.768129918041657,9.001386028153668,0.3500246492393549,6253.445839322326,0.0001231341680358
7.656229275926605,13.440455335203737,0.4622395628641637,1075.6594782917691,1.4247236068106033e-06
8.311569758792368,10.720106562472148,0.3875951372049823,3072.5915056521194,2.190308348976058e-05
11.282573598593666,11.421743257072551,0.2572452862575167,78144.89160001137,1.0949131900632824e-05
10.481554182033145,5.7509657617503604,0.3340311695030443,61947.333535967606,0.0032349954132359
9.207135779441352,10.21331099788574,0.3329233529138817,8862.857642136905,3.6544588409249494e-05
7.520371797851593,8.146185622246335,0.4271018161059035,1715.196567262206,0.0002891786045472
8.284756336138049,16.96767136224373,0.4389579879305952,1437.5251226974358,4.1427894344641465e-08
11.557578256992903,12.61861990255383,0.2523765764857285,92379.38709085742,3.297037310461602e-06
7.452619715108759,9.5763779367017,0.4443226572863248,1345.5873451097875,6.881307483697966e-05
8.420708994966093,2.074278376687677,0.6891108069070617,9527.226721901765,0.1285866416798412
9.200552367485013,12.704716150577326,0.346400959719113,6576.782357235755,2.9982399571541976e-06
10.838391579420476,14.325040736273293,0.2813809656075314,33900.52050166929,5.931930838448166e-07
7.2393455917731275,7.219214747643259,0.4439793747231251,1396.461301700731,0.0007324310201127
10.039330095840059,17.197366392890675,0.327457611519771,9930.267280126673,3.310935829482836e-08
11.500799724024853,16.81496820212345,0.2675134249296317,53111.97594705696,4.885873180003786e-08
9.376994674165202,14.274904976388134,0.3457159654104065,6667.2814770416035,6.204922758835435e-07
9.602240284736585,2.0428397306756954,0.6937668264499138,35778.5224014315,0.13328125175979
9.469851835976566,9.928942630435477,0.3191916698485201,12286.232417045878,4.866183401299486e-05
8.107073978063042,10.990253372488432,0.4038093223917608,2369.2940252973167,1.6689020450317467e-05
9.662164053415466,2.7567832766427807,0.571461940906995,35194.45515258325,0.0651136896641911
8.708297228372516,14.20446066567655,0.385303028879418,3185.6130228684947,6.643289722725381e-07
9.267873423991075,5.5850256932841065,0.3557378171741719,16284.897076285524,0.0038043672060613
9.139778034469504,17.209582631736055,0.3776593215801906,3631.1516853717217,3.2598859403234075e-08
10.649269308388211,3.364815137391571,0.4963421381224562,98717.8520641459,0.035498281070664
9.264672722094824,16.948538054176307,0.3681647110379665,4303.886366458394,4.2382189635993715e-08
8.420512414270982,9.095003801101454,0.3704017635799004,4195.377197964801,0.0001119496200303
9.599716925027137,13.897394435482203,0.3321205024552329,8935.531850981177,9.070620962609652e-07
9.616843816107437,18.06014962790782,0.3543232062910932,5601.2759638530215,1.3906401684488848e-08
9.832302842670924,8.271826786643574,0.3012140576354648,22349.314323230512,0.0002570755618244
10.469795345708315,18.384312328362835,0.3132094370156475,13981.055382861196,1.0075567790918834e-08
8.397206361872971,4.725142383416903,0.4088593279276541,6809.451825924716,0.0089889287938054
7.105386143623251,2.0167181892842723,0.7116563812389571,2207.6677764166825,0.135582444779227
7.789787885642757,9.603675215599198,0.4169412868564274,1954.6059504630728,6.703572196567963e-05
8.82062247581957,14.724574195558256,0.3814887162028602,3398.534725318964,3.943260006363065e-07
10.952148894338224,7.616939433658541,0.2773159795146346,84260.47532336078,0.0004980619347591
9.391453834761668,11.58680367252748,0.3305691401627971,9274.82311090296,9.213844192910892e-06
9.595915756698155,14.482886780901525,0.3353909441668526,8309.595102547826,5.039974527252191e-07
10.723506360841487,17.976005419650356,0.300522774431836,19467.206819921215,1.5192968569612887e-08
9.508012896225127,16.826420134296974,0.353185594265577,5728.996956372109,4.7950913222068136e-08
10.256169553462222,13.648455672218427,0.3011556675418655,19148.588519457273,1.167300233493906e-06
12.133724472545854,18.059094581201947,0.2519521731906629,93125.20868276522,1.4049397986682533e-08
10.066419611134913,16.106734092062574,0.3207413898157454,11625.671312275945,9.89407499263973e-08
8.544874165867897,8.503829092412358,0.3602053141890385,5165.0384304701165,0.0002027210774338
8.608385901077359,2.6305451653101537,0.5922659162891968,11009.768732358603,0.0736256170140595
9.305627876964227,9.91368202313087,0.3267708113072058,10245.698135230054,4.9383325187571625e-05
8.055523379001588,6.369562007704831,0.386123427873784,3836.926341623311,0.0017234650319794
8.175192947819127,11.51552972083532,0.4028174567629891,2404.446105428397,9.853323816130028e-06
9.49715051352904,3.571339916167648,0.4773653446917364,26614.893236755302,0.0287319193356889
8.997069077331519,7.290048802037244,0.3363214707586477,9861.879637092075,0.0006865520487577
8.854033974659067,15.443170062547772,0.3842267527870331,3243.760021047785,1.917294647110962e-07
10.331935930762548,9.436176153377376,0.2836467684725293,34082.923498296506,8.00457624567761e-05
10.443140997530586,4.550499710638023,0.3971250244303392,68277.99914152411,0.0107911679288948
9.396853022025109,7.693126818064273,0.3187327381138978,14703.359615536872,0.0004587897391485
7.954195299354873,14.6170400444062,0.446305321627018,1307.7211525049445,4.378808180585138e-07
9.66917293020456,11.64859252833115,0.3176887655941808,12556.533601535712,8.668581247719664e-06
9.415590068449665,5.420571237109761,0.3590895621780091,19578.132247355767,0.004489501456245
9.876658218794946,3.2765358100812816,0.5066289007102381,42086.69136809371,0.0386779602949277
8.642508540569088,17.597065541630837,0.4153338674572127,1991.6234189384852,2.2055685252143667e-08
10.69477066616638,9.023607326688989,0.2722323125650814,53634.399207779745,0.0001212667730434
9.557539187632049,10.022942402575525,0.3156234392522419,13402.341674740404,4.4295019884227344e-05
9.457837567061222,13.949165831195502,0.3396288672821817,7580.2018756207535,8.606895438640064e-07
7.49689535104133,12.13418513806438,0.4644021265867605,1048.6994341391971,5.282647549659183e-06
7.5711500674740115,6.0206735188875715,0.4170405690823638,2326.756001339047,0.0024417905635649
8.753624247605067,13.587145055384214,0.3781368466999523,3601.541066731907,1.234606665650936e-06
11.5474994781808,14.667580921844428,0.2589147675304724,71905.28226836021,4.217090061456795e-07
9.042777622943694,12.147871754601656,0.3518889420603076,5884.832290984152,5.2400132054319e-06
